AI1-02 [m/s²],AI1-05 [m/s²],AI1-08 [m/s²],AI1-11 [m/s²],AI1-14 [m/s²],label
27.1,-6.02,35.21,-6.97,1.65,1
13.92,-5.19,20.58,4.17,-1.6,1
-0.53,0.55,7.73,-1.55,3.35,1
-12.66,12.09,-10.68,2.5,1.28,1
-17.8,18.25,-16.11,1.92,1.05,1
-17.04,22.09,-8.73,-2.04,14.23,1
-9.97,22.68,-0.6,1.76,3.15,1
2.84,20.49,18.48,1.82,-10.6,1
12.12,17.35,18.24,0.25,-9.57,1
6.73,18.82,12.21,-0.16,-2.32,1
-0.81,22.39,0.12,1.16,-2.82,1
-6.7,28.31,-19.37,2.23,-2.81,1
-4.6,33.86,-17.8,0.0,-5.87,1
-3.85,36.31,-21.27,0.93,-10.9,1
2.82,32.88,-4.17,1.77,-6.87,1
13.73,25.19,9.86,0.76,-2.22,1
17.25,16.92,9.95,0.74,-4.31,1
12.75,10.16,12.99,-0.15,-6.12,1
9.28,6.48,0.01,1.05,3.67,1
10.62,9.92,-2.02,0.61,10.36,1
8.23,7.87,-1.94,0.82,4.71,1
4.66,5.5,3.04,-0.14,2.12,1
10.86,8.65,5.85,1.89,-4.11,1
17.2,6.2,6.08,-1.07,-7.79,1
15.12,0.52,2.17,3.16,-3.58,1
3.75,-8.77,-18.3,-6.05,-3.12,1
-0.32,-16.67,-16.61,-14.48,-6.84,1
-2.81,-20.95,-14.95,9.99,-5.85,1
5.24,-15.24,-11.04,-7.7,-2.52,1
11.36,-2.29,-3.16,2.2,-0.39,1
10.12,7.44,-8.9,1.6,8.37,1
9.0,16.16,-18.36,-0.87,47.01,1
6.19,17.24,-32.1,7.76,72.73,1
7.52,15.11,-34.86,1.31,49.37,1
7.77,5.28,-23.79,1.73,13.11,1
7.56,-8.82,-14.28,6.46,-2.51,1
-0.84,-16.59,11.39,1.87,-0.67,1
-5.1,-9.18,24.73,-1.98,-0.55,1
0.76,12.01,9.68,0.93,6.66,1
5.03,33.59,-0.89,2.45,11.62,1
4.23,32.97,-30.74,-0.57,3.62,1
-0.17,18.26,-49.55,0.6,-0.79,1
-0.78,-5.35,-41.37,1.15,1.34,1
-5.58,-25.51,-30.62,0.64,-1.27,1
-10.23,-25.99,4.2,1.25,-3.32,1
-11.53,-13.04,21.6,0.37,1.49,1
-16.46,12.25,25.02,0.63,8.16,1
-25.84,17.49,4.72,2.21,30.58,1
-33.35,6.56,-20.2,8.53,28.88,1
-35.54,-22.02,-43.05,2.26,4.89,1
-35.33,-52.07,-49.94,7.03,-9.72,1
-35.27,-63.7,-26.73,7.24,-4.56,1
-20.89,-59.65,-6.54,-4.85,-1.19,1
-10.07,-39.38,23.09,1.6,-7.29,1
-2.25,-24.95,22.65,2.95,-6.47,1
3.02,-15.5,15.54,-0.92,-4.75,1
0.47,-18.64,2.21,2.76,-6.79,1
-12.09,-30.93,-22.71,0.4,-3.35,1
-13.92,-38.79,-16.98,1.31,-3.69,1
-3.97,-41.94,-13.18,1.95,-9.53,1
-1.1,-30.35,5.81,0.43,-8.9,1
-12.09,-19.71,17.67,-0.21,-1.44,1
-26.44,-2.47,26.11,4.12,11.6,1
-29.59,7.78,31.75,8.77,25.12,1
-30.96,12.45,6.3,6.79,20.82,1
-22.38,16.46,0.94,8.85,-4.07,1
-10.6,15.81,-25.93,2.26,-12.26,1
-8.01,20.55,-31.24,1.3,-6.29,1
-22.82,18.06,-18.31,-0.86,-3.13,1
-27.63,16.24,-22.61,1.68,-5.27,1
-12.79,9.38,4.4,1.68,-5.11,1
1.23,7.57,11.69,-2.97,-5.9,1
6.11,10.96,14.86,0.47,-7.59,1
9.12,17.92,19.94,-4.97,-3.64,1
15.25,22.07,-4.74,-7.63,-4.24,1
18.51,11.07,-11.09,-10.21,-6.63,1
24.38,-4.07,-17.65,-9.45,-4.7,1
42.55,-25.21,-4.19,-3.9,-3.21,1
46.87,-41.25,19.51,-13.67,-5.73,1
41.97,-50.73,34.97,-5.38,-6.5,1
36.33,-45.63,43.97,-0.73,-3.93,1
32.15,-31.74,32.14,-2.77,-3.39,1
26.67,-17.28,7.68,3.79,-4.76,1
22.07,-9.56,-4.94,-0.9,-5.67,1
18.95,-17.24,-18.46,3.12,-2.04,1
16.9,-24.29,-8.84,2.24,1.35,1
13.5,-32.52,15.2,0.0,0.01,1
10.04,-28.25,25.09,3.51,-4.58,1
5.18,-16.53,30.19,1.86,-9.35,1
-13.92,-5.07,21.43,2.18,-9.5,1
-25.53,5.74,-0.1,-0.24,-6.79,1
-27.12,16.9,-5.6,1.01,-5.63,1
-22.73,25.46,-22.34,2.65,-6.91,1
-19.31,26.66,-8.54,-11.69,-8.57,1
-6.55,37.5,18.13,-4.11,-8.4,1
8.1,37.44,19.39,5.35,-5.38,1
8.31,40.11,38.62,-3.26,-2.35,1
-3.06,39.65,23.12,-23.85,-1.81,1
-14.73,32.02,0.0,-1.25,-5.93,1
-22.43,28.05,-1.44,1.1,-7.88,1
-27.97,23.86,-20.19,2.22,-7.93,1
-22.96,31.84,-2.82,4.24,-7.87,1
-2.4,38.0,4.44,1.33,-7.19,1
10.91,39.75,8.95,6.01,-8.02,1
15.49,31.75,22.22,1.32,-7.22,1
23.28,15.52,3.4,0.44,-4.4,1
28.17,-5.2,0.81,4.17,-3.2,1
24.78,-22.78,-11.82,0.35,-1.28,1
10.52,-21.76,-22.98,-21.09,1.32,1
-2.97,-16.58,-3.2,-20.52,2.74,1
-12.87,-7.11,-1.17,-12.4,-1.38,1
-16.31,-2.23,10.42,-19.33,-3.93,1
-7.0,-6.19,20.42,-2.03,-5.41,1
8.19,-15.25,6.32,-11.8,-6.0,1
10.14,-29.83,7.55,-23.6,-5.67,1
3.02,-36.39,-7.72,-1.75,-5.76,1
-4.49,-39.83,-6.97,-1.04,-6.29,1
-9.95,-26.81,5.09,1.52,-5.75,1
-14.34,-7.41,0.28,0.18,-4.08,1
-16.77,5.79,17.35,-0.64,-3.27,1
-18.67,12.7,7.77,0.94,-0.11,1
-13.9,10.38,-0.17,1.61,6.09,1
1.58,7.34,-9.15,1.08,8.97,1
20.91,1.59,-26.24,1.01,2.44,1
25.7,7.42,-13.47,1.57,-4.48,1
17.28,16.5,-15.94,0.56,-6.33,1
7.45,24.55,-9.39,-0.33,-4.86,1
-1.82,31.18,-5.77,0.28,-2.37,1
-12.71,24.5,-16.35,-3.44,2.97,1
-23.35,17.8,-6.84,-7.54,30.35,1
-24.04,8.55,-4.52,-2.76,78.26,1
-26.23,2.38,-3.76,-3.94,73.79,1
-26.33,0.26,0.08,-2.48,22.71,1
-25.38,-3.47,-4.93,-3.67,-10.29,1
-26.13,-4.15,-6.2,-1.44,-5.19,1
-27.03,-1.38,-6.31,-1.51,4.35,1
-31.79,0.08,-11.43,-1.02,3.98,1
-26.27,-2.3,-15.15,-8.58,5.04,1
-17.21,-7.41,-11.89,-13.89,7.89,1
-15.9,-22.02,2.68,-4.21,14.35,1
-17.81,-39.23,5.6,-27.2,19.2,1
-23.58,-50.94,2.06,-20.92,19.44,1
-20.65,-48.78,-8.42,-2.38,28.24,1
-12.92,-38.66,-21.67,-3.26,42.98,1
-9.58,-29.84,-22.18,0.6,31.0,1
-11.95,-25.46,-26.21,-0.9,24.08,1
-20.05,-30.44,-3.33,1.03,17.54,1
-28.9,-30.34,12.23,0.61,-5.86,1
-33.69,-27.46,15.07,-0.59,0.78,1
-27.15,-17.87,16.04,0.5,0.07,1
-11.93,-6.59,0.18,0.84,20.88,1
3.87,-4.58,-7.83,-0.78,52.88,1
10.55,-6.24,-23.3,-0.18,20.95,1
8.26,-11.95,-20.67,-2.31,4.56,1
5.38,-12.93,-5.01,-13.56,-3.82,1
3.17,-10.75,0.32,-11.77,-0.99,1
0.38,0.81,24.59,-19.34,-3.99,1
0.76,15.26,29.42,-3.94,-0.07,1
11.92,17.0,21.47,-0.45,-5.08,1
16.0,15.18,15.33,-1.75,-10.81,1
15.88,2.59,-11.17,-6.59,-0.92,1
19.59,-8.91,-21.28,-25.54,-5.13,1
20.52,-9.21,-20.85,-24.04,-1.24,1
13.9,-5.26,-8.09,-5.81,4.92,1
9.33,5.13,7.81,-0.8,27.72,1
11.36,9.4,12.31,0.36,55.45,1
15.46,10.29,20.28,0.95,7.41,1
17.45,1.54,7.09,-0.14,-21.9,1
21.95,-10.55,0.55,1.16,-7.86,1
20.81,-17.92,2.46,-0.14,10.84,1
11.23,-22.64,1.32,0.74,1.75,1
1.87,-16.4,15.51,1.12,-8.71,1
-0.81,-9.21,10.46,0.59,-2.05,1
5.1,-0.97,4.12,0.02,0.69,1
10.49,2.7,-4.4,1.17,2.19,1
23.65,1.61,-6.96,1.17,2.62,1
27.85,4.74,-6.93,0.53,-6.8,1
21.36,5.77,-3.74,1.09,-8.45,1
12.25,3.3,12.55,1.18,1.54,1
0.7,-9.26,15.9,0.9,5.56,1
-2.99,-19.84,26.87,0.57,-6.87,1
-1.71,-25.51,22.79,0.49,-8.89,1
7.52,-21.33,6.29,0.57,0.21,1
13.06,-6.18,-2.4,0.63,45.39,1
13.48,6.85,-26.74,0.15,43.43,1
13.43,18.17,-23.1,0.97,-1.68,1
15.29,16.66,-14.03,-0.16,-8.11,1
24.98,11.06,10.29,1.39,-1.58,1
33.03,1.7,35.5,-2.06,0.73,1
36.99,-1.63,28.44,2.57,-4.18,1
35.97,7.89,26.33,-14.87,-7.26,1
23.45,22.16,-3.43,4.0,-7.19,1
9.63,41.14,-19.26,-18.61,-7.59,1
1.45,44.19,-20.04,-21.67,-3.85,1
4.64,40.45,-21.05,8.11,-3.13,1
17.45,31.24,-2.0,-7.88,-6.75,1
27.74,20.77,5.19,-4.21,-2.64,1
32.34,17.35,11.48,-18.99,-2.56,1
26.01,18.56,17.69,-1.14,-8.05,1
12.11,28.59,18.4,-0.02,-7.41,1
-2.78,27.57,9.34,1.29,-1.97,1
-12.14,24.11,-5.58,-12.35,-3.78,1
-10.8,16.41,-19.39,-10.46,-8.05,1
-2.44,9.28,-21.28,-9.43,-8.59,1
9.73,12.75,-9.96,-18.03,-7.96,1
21.55,17.83,-3.4,0.2,-5.3,1
27.95,21.08,10.78,0.26,-4.24,1
23.68,13.28,13.98,0.14,-5.88,1
14.58,10.23,8.94,-1.55,-8.75,1
5.95,4.41,10.31,-3.54,-8.74,1
4.7,-2.74,3.98,-4.01,-6.97,1
4.23,-4.39,2.95,-2.76,-7.42,1
5.4,-1.86,-19.72,-1.85,-8.76,1
8.83,3.32,-25.72,-6.46,-9.11,1
10.08,5.17,-19.16,-10.03,-8.37,1
9.14,10.61,-6.66,-9.09,-7.63,1
7.15,9.09,31.77,1.89,-9.4,1
9.08,8.61,37.65,4.56,-10.44,1
9.83,9.92,33.0,0.75,-8.53,1
3.46,6.66,15.69,1.49,-7.28,1
-0.85,0.64,-23.64,-3.79,-8.12,1
-3.09,0.52,-27.66,1.08,-10.24,1
-4.11,10.66,-26.67,-19.0,-12.83,1
-7.91,14.76,-14.76,-6.62,-9.94,1
-6.7,22.06,6.51,1.5,-6.44,1
-6.52,21.38,17.31,-0.88,-7.67,1
-10.13,17.37,17.44,6.83,-11.3,1
-15.32,13.53,21.72,1.25,-11.43,1
-26.48,4.62,4.01,2.94,-8.96,1
-32.52,3.89,-14.45,0.7,-3.33,1
-35.29,7.19,-14.5,1.3,-6.04,1
-34.43,14.89,-25.98,-8.11,24.36,1
-31.02,22.79,-5.36,-4.04,-1.15,1
-29.17,20.23,-8.8,-7.59,-18.98,1
-27.93,11.87,-13.36,-1.58,-1.39,1
-25.72,4.26,0.15,2.49,-13.17,1
-16.47,-2.39,-2.67,0.94,-10.43,1
-7.39,-1.75,31.61,2.82,-9.54,1
-8.08,-0.05,19.92,3.08,-10.1,1
-10.64,6.01,2.59,4.67,-16.37,1
-17.82,10.32,-24.94,3.43,-24.96,1
-19.15,10.3,-69.96,4.27,-10.46,1
-24.21,5.25,-51.59,2.87,-9.23,1
-25.29,-1.33,-37.5,2.55,-15.18,1
-23.79,-2.75,19.04,5.36,-10.53,1
-21.36,-5.18,71.2,0.47,-11.88,1
-18.66,4.45,71.34,1.7,-17.56,1
-11.81,6.59,61.58,-5.17,-11.64,1
1.1,1.91,-10.69,10.55,-10.26,1
0.61,-10.25,-63.17,1.18,-12.95,1
-1.34,-22.19,-89.68,-1.65,-11.56,1
0.01,-24.37,-74.52,6.77,-8.09,1
2.52,-21.94,-4.1,1.46,-9.24,1
4.46,-10.67,51.16,6.58,-12.77,1
11.17,-14.08,85.58,5.27,-11.64,1
17.01,-15.88,57.56,2.49,-5.22,1
17.31,-23.83,4.61,0.59,-1.07,1
9.26,-30.25,-45.82,-0.28,-8.72,1
3.59,-24.33,-76.19,3.79,-14.87,1
12.9,-12.28,-48.15,-4.96,-9.42,1
23.0,6.72,1.21,-6.44,5.5,1
31.29,16.59,57.48,6.25,5.98,1
31.57,17.27,82.96,-2.76,-2.33,1
24.12,8.66,57.82,2.62,-12.2,1
2.87,-0.47,5.22,0.8,-9.82,1
-21.51,-10.84,-52.91,-2.1,1.49,1
-34.01,-12.75,-75.53,3.49,-4.98,1
-37.46,-9.49,-51.31,-0.8,4.9,1
-32.53,-3.34,-1.51,0.91,0.95,1
-29.02,3.2,53.8,3.06,-1.08,1
-18.1,5.21,72.58,0.5,14.88,1
-10.62,3.54,46.5,0.88,-1.36,1
-9.31,-6.01,-11.76,2.22,-2.36,1
-13.92,-9.87,-70.09,1.38,-5.34,1
-11.6,-17.65,-81.87,0.33,-8.58,1
-8.78,-14.58,-53.84,1.83,-9.46,1
-7.66,-9.37,15.34,1.89,39.63,1
3.75,-3.78,88.19,0.45,162.42,1
13.93,4.43,102.2,1.0,88.8,1
28.71,8.02,71.43,1.4,-20.19,1
40.76,11.46,-2.82,1.62,-14.8,1
42.99,-1.95,-91.99,1.7,3.22,1
31.9,-15.16,-123.05,0.28,-1.69,1
21.4,-22.08,-91.23,0.6,-3.3,1
16.3,-17.04,-5.03,1.79,11.93,1
17.91,-6.88,90.41,0.75,-6.29,1
16.56,-3.05,134.32,0.57,-9.87,1
15.45,-2.17,103.86,1.47,8.19,1
20.1,-9.56,8.29,1.72,-4.67,1
25.95,-7.02,-71.16,1.07,-16.19,1
29.61,1.59,-109.68,1.04,-1.52,1
28.65,6.51,-87.38,1.31,-0.3,1
26.32,9.5,-17.36,1.14,0.16,1
17.57,11.28,48.1,1.02,-1.93,1
10.27,9.84,92.39,0.74,-8.98,1
12.29,5.54,78.84,1.36,-7.44,1
23.64,12.0,29.51,0.66,-1.45,1
31.61,24.1,-29.51,1.2,-4.33,1
30.89,35.35,-71.82,0.07,-7.46,1
26.2,40.54,-63.23,1.77,-6.32,1
20.77,38.66,-14.2,-0.91,-7.58,1
16.08,30.97,43.69,15.48,-7.73,1
15.99,19.48,60.28,26.78,-6.6,1
15.57,10.61,46.02,-10.34,-8.46,1
11.36,8.46,10.85,-2.52,-8.87,1
7.29,10.93,-23.8,6.52,-7.37,1
4.41,18.51,-32.33,-4.57,-9.04,1
2.17,31.16,-31.4,5.23,-10.32,1
3.96,37.82,-11.4,-1.6,-8.92,1
10.16,30.21,14.6,-3.1,-8.7,1
15.45,19.29,27.79,3.94,-9.33,1
11.95,4.14,34.73,1.05,-8.52,1
7.72,-11.87,22.84,-2.41,-8.35,1
2.03,-18.07,8.34,8.35,-8.61,1
-8.11,-17.09,-0.74,15.27,-8.24,1
-12.33,-9.64,-8.31,1.31,-8.64,1
-8.21,-3.12,-4.42,-7.18,-9.07,1
1.72,-1.62,-4.6,4.1,-8.95,1
4.88,1.94,0.8,-0.19,-8.81,1
5.09,3.72,9.45,-0.9,-8.55,1
2.34,0.61,8.62,1.82,-8.68,1
-2.68,-4.65,8.9,-3.46,-8.06,1
-8.46,-5.67,1.36,2.4,-7.77,1
-7.44,0.13,-10.07,1.98,-6.85,1
-3.62,8.49,-14.95,-1.23,-7.28,1
-7.63,18.95,-7.04,0.21,-6.69,1
-18.75,27.99,10.34,2.49,-7.68,1
-26.03,34.33,16.45,0.61,-4.1,1
-25.47,38.28,9.43,0.03,-7.86,1
-25.3,38.6,-3.49,1.28,-2.43,1
-28.58,27.65,-24.33,1.12,-11.82,1
-28.03,20.08,-37.11,-0.15,12.49,1
-30.64,21.07,-32.29,1.36,27.39,1
-39.45,23.63,-16.25,1.05,1.74,1
-42.97,20.53,-0.15,1.28,-16.53,1
-41.32,11.8,19.85,0.67,103.15,1
-39.27,6.94,29.41,0.8,166.17,1
-31.07,-5.1,18.62,2.36,13.17,1
-7.43,-16.54,-3.99,2.56,-32.76,1
18.34,-26.52,-30.34,0.89,-9.41,1
33.35,-27.55,-42.01,3.79,13.49,1
28.17,-27.59,-36.97,2.71,-15.37,1
17.99,-24.03,-18.52,9.04,-3.36,1
5.39,-13.36,1.13,16.41,4.12,1
-4.11,-31.96,12.67,7.15,-12.67,1
1.18,-37.28,10.02,0.37,-7.1,1
11.33,-38.99,0.72,3.02,3.34,1
21.17,-35.21,-12.23,7.52,-5.17,1
27.76,-16.11,-26.36,8.89,-10.34,1
29.63,-4.41,-26.05,7.18,-1.6,1
18.7,14.59,-17.88,1.62,-0.2,1
-4.58,3.41,-1.44,24.09,-6.82,1
-22.61,-0.64,13.15,0.54,-4.03,1
-20.62,-3.7,19.87,-2.86,-2.53,1
-6.6,-7.6,12.04,9.1,-5.28,1
4.84,-5.24,-4.52,-1.17,-2.52,1
9.57,-3.81,-14.24,5.72,-2.78,1
1.11,4.62,-22.72,2.46,-6.51,1
-22.09,-2.74,-17.19,-1.1,-4.4,1
-43.58,0.87,-16.7,6.0,-2.56,1
-50.75,2.65,-16.18,3.13,-4.9,1
-45.05,10.54,-3.66,0.96,-4.6,1
-37.04,10.75,7.39,1.24,-2.09,1
-21.05,1.14,15.61,4.78,-2.31,1
-0.79,-10.37,12.77,3.65,-0.92,1
12.48,-21.72,0.84,-0.09,7.12,1
7.55,-18.46,-14.59,4.11,19.61,1
-0.18,-20.25,-17.19,2.45,44.26,1
-11.49,-15.76,-14.6,2.48,40.85,1
-13.09,-17.5,-4.26,2.51,9.88,1
0.08,-7.93,6.4,3.66,-4.33,1
17.75,-3.36,2.48,3.44,-9.32,1
33.91,-10.71,-6.59,15.94,-2.92,1
39.12,-7.91,-22.03,2.9,-3.21,1
41.89,-8.83,-23.67,-9.27,35.57,1
38.43,-1.08,-19.1,4.84,43.43,1
26.72,3.97,0.48,-7.46,-4.71,1
11.53,17.78,16.94,-1.39,-11.88,1
6.43,20.74,25.71,-0.14,-2.72,1
8.9,21.09,30.98,-7.64,-3.6,1
14.99,22.35,18.76,1.19,-12.26,1
18.55,18.7,29.83,3.39,-5.49,1
19.41,23.05,20.62,-10.48,-4.19,1
12.46,17.88,-2.57,-0.81,-9.89,1
0.9,14.41,-13.76,5.2,-7.81,1
-1.97,2.13,-29.0,0.75,-6.66,1
-5.55,3.73,-12.26,0.77,-10.01,1
-8.97,11.61,-1.18,6.15,-9.07,1
-5.28,22.18,11.8,-1.32,-6.02,1
4.08,33.06,26.05,4.17,-7.98,1
15.65,28.68,14.8,4.24,-10.64,1
23.66,23.98,13.94,1.29,-9.34,1
28.43,14.45,-8.25,5.95,-8.75,1
21.51,13.11,-17.58,-4.36,-8.81,1
3.61,8.06,-19.78,-4.66,-7.64,1
-6.66,5.43,-14.91,4.03,-8.22,1
-7.21,5.74,22.96,3.87,-9.5,1
3.02,6.34,36.18,-5.09,-8.8,1
12.01,11.34,39.42,-4.37,-8.39,1
19.29,7.16,26.66,5.18,-8.62,1
20.08,0.96,8.6,1.79,-8.57,1
7.48,-4.47,8.62,4.79,-8.39,1
-1.8,-7.57,5.01,3.59,-8.76,1
-9.98,-8.54,8.11,3.09,-9.17,1
-15.67,-7.63,13.42,3.4,-9.38,1
-12.34,-8.84,13.16,1.91,-9.15,1
-5.14,-11.06,14.42,3.76,-8.83,1
0.6,-11.65,8.67,-3.24,-8.48,1
1.35,-8.07,-2.77,-18.8,-8.32,1
-0.5,-2.06,-3.44,-15.89,-8.26,1
3.77,8.56,2.06,-7.47,-8.12,1
2.99,15.8,7.75,-6.57,-8.76,1
-0.42,10.18,13.94,-3.21,-9.57,1
-6.09,2.77,9.73,-11.36,-9.6,1
-19.7,-1.73,11.92,-21.9,-9.06,1
-30.85,1.56,12.11,-13.33,-9.36,1
-37.8,17.09,14.48,-8.46,-9.77,1
-34.12,26.35,23.3,-12.98,-9.55,1
-29.73,24.26,18.3,-8.33,-9.28,1
-24.05,12.96,27.16,-2.95,-9.25,1
-19.79,-0.48,4.04,-3.82,-8.86,1
-16.45,-6.35,-12.87,-8.32,-8.88,1
-12.49,-7.13,-9.28,-9.28,-9.02,1
-11.56,-3.45,-16.35,-3.45,-9.24,1
-7.82,-6.1,7.86,-5.04,-9.06,1
-4.3,-15.81,14.57,-13.53,-8.93,1
1.07,-29.56,17.1,-11.4,-8.59,1
10.78,-40.24,8.19,-6.1,-8.75,1
15.55,-41.07,-13.35,-2.38,-7.73,1
14.58,-42.36,-4.41,0.18,-7.13,1
8.52,-40.21,-24.03,0.06,-5.18,1
-1.51,-43.5,-24.64,0.78,-6.77,1
-11.98,-45.28,-16.02,-3.8,-0.81,1
-17.12,-42.87,-15.82,-6.2,2.08,1
-16.62,-40.76,-2.54,0.81,8.35,1
-14.83,-38.07,-3.73,0.45,19.37,1
-16.7,-42.9,-19.31,0.44,8.34,1
-18.81,-44.83,-28.88,0.52,-7.78,1
-21.14,-42.39,-34.68,0.77,88.96,1
-23.66,-34.29,-18.73,0.49,135.45,1
-27.22,-27.05,-2.73,0.33,59.15,1
-28.53,-21.13,19.07,1.06,-12.65,1
-21.43,-21.32,15.18,1.24,-16.67,1
-10.25,-23.67,-10.08,0.85,11.47,1
1.11,-24.26,-32.46,0.73,-3.48,1
8.56,-26.98,-45.43,0.92,-4.68,1
4.62,-29.09,-23.0,0.4,14.33,1
1.83,-29.58,-0.38,0.38,19.79,1
0.14,-27.13,22.9,0.54,-6.82,1
-2.01,-25.98,17.65,0.31,4.75,1
-0.15,-20.78,-0.97,0.56,8.12,1
5.53,-14.34,-15.83,0.62,-7.18,1
13.43,-7.05,-43.23,0.41,-2.42,1
15.04,-4.07,-43.1,0.49,7.0,1
11.87,-2.91,-28.94,0.7,-1.0,1
1.27,-2.61,7.58,0.64,-2.88,1
-14.63,-0.97,35.88,0.57,2.21,1
-25.95,0.32,32.99,0.44,-0.48,1
-27.91,-0.57,20.48,0.37,-3.32,1
-16.65,-1.25,-32.95,0.3,1.66,1
-0.72,-8.28,-57.97,0.49,-0.75,1
5.34,-10.61,-58.22,0.39,-1.47,1
0.58,-15.45,-32.16,0.33,-2.73,1
-8.39,-17.85,27.62,0.52,20.21,1
-20.26,-21.24,43.72,0.26,86.58,1
-23.9,-26.1,56.4,0.25,56.34,1
-11.87,-15.84,20.38,0.5,-6.62,1
2.93,-6.63,-27.25,0.45,-19.08,1
11.21,3.5,-47.93,0.52,12.21,1
10.37,9.93,-70.1,0.48,5.12,1
2.07,14.31,-34.86,0.51,-14.8,1
-1.29,15.84,9.99,0.28,2.23,1
0.14,18.42,35.85,0.56,3.68,1
9.63,25.15,48.04,0.09,-13.25,1
15.62,23.14,13.87,0.88,-0.14,1
18.62,21.54,-10.87,-0.26,11.78,1
14.31,13.4,-48.49,1.42,-0.9,1
7.88,11.19,-44.48,-1.27,39.17,1
-3.44,12.81,-23.88,2.89,31.09,1
-7.7,12.79,5.3,-3.11,-4.83,1
0.07,13.1,39.74,6.69,-8.41,1
7.42,2.96,42.66,-21.17,11.59,1
1.47,-0.81,29.7,-22.06,27.1,1
-3.98,-4.77,0.61,10.93,8.35,1
-8.48,-0.84,-23.96,-11.91,0.1,1
-18.17,1.73,-28.57,6.31,0.38,1
-18.32,3.81,-22.0,-1.66,-6.72,1
-6.45,6.2,6.05,0.31,-2.8,1
5.42,-1.31,32.06,3.09,0.33,1
5.99,-2.97,42.52,-3.05,-3.6,1
8.9,-9.03,38.6,0.5,-6.06,1
7.1,-6.14,19.11,2.27,-3.19,1
-1.54,3.43,-13.94,-0.73,-2.53,1
-11.11,12.2,-25.19,-1.29,-5.88,1
-16.78,21.74,-16.34,1.43,-4.9,1
-22.44,23.24,-0.16,1.71,-2.81,1
-31.92,23.57,35.62,-0.49,-4.35,1
-30.86,15.34,42.57,0.46,-4.1,1
-27.64,12.09,43.49,1.27,-3.87,1
-29.68,9.64,25.99,0.46,-5.4,1
-30.93,11.15,-4.8,0.35,-5.57,1
-33.74,17.92,-23.1,-0.12,-4.58,1
-35.29,24.88,-32.98,0.66,-4.98,1
-36.89,28.92,-20.53,1.08,-6.53,1
-28.32,21.16,-0.83,0.14,-6.48,1
-10.65,9.23,31.23,0.39,-5.94,1
9.65,-0.68,44.11,0.83,-6.35,1
25.49,-2.73,50.39,0.53,-6.53,1
26.49,-1.74,40.52,0.02,-6.89,1
24.31,4.75,2.1,-0.18,-8.01,1
17.61,9.83,-7.55,0.65,-8.35,1
17.27,7.25,-21.51,-0.52,-8.14,1
21.54,0.78,-4.43,0.97,-8.22,1
24.3,-4.97,22.44,-1.06,-8.08,1
20.92,-11.69,28.61,2.6,-7.91,1
13.5,-14.82,44.73,-3.31,-8.21,1
4.88,-13.31,10.98,7.17,-9.11,1
-5.66,-12.73,-5.69,-30.53,-9.34,1
-9.03,-12.34,-24.62,-4.21,-8.94,1
-8.06,-14.74,-36.65,8.09,-8.74,1
-4.46,-22.33,-6.32,-14.65,-8.1,1
-6.67,-31.14,11.19,10.3,-9.05,1
-4.66,-28.63,33.6,-4.77,-9.68,1
2.04,-23.45,31.73,2.54,-9.96,1
8.55,-16.31,15.61,2.22,-6.49,1
13.83,-7.45,-4.69,-4.37,-15.9,1
20.57,-8.81,-36.49,1.95,-13.14,1
26.21,-14.99,-29.77,2.9,-2.44,1
24.55,-18.01,-15.8,-2.09,-9.86,1
16.21,-17.06,5.38,-1.45,-11.66,1
13.98,-13.33,29.7,1.37,-6.63,1
6.99,-8.69,33.04,1.83,-9.12,1
2.58,-4.45,27.86,-2.96,-10.39,1
4.9,2.1,-1.0,2.68,-7.19,1
11.8,8.62,-30.52,-4.31,-9.1,1
14.62,14.69,-46.58,24.91,-8.64,1
15.27,18.38,-41.46,-7.87,-6.66,1
15.87,18.52,-15.6,-34.2,-3.6,1
10.53,10.15,2.34,9.98,-6.64,1
7.56,5.92,19.62,-14.84,-10.51,1
10.4,7.16,8.51,5.42,-8.47,1
15.44,9.77,-6.06,-15.6,-3.52,1
19.94,19.31,-18.5,-16.23,-3.22,1
21.42,16.66,-19.35,8.42,-2.13,1
10.5,5.22,-12.62,-3.21,-3.32,1
0.59,-3.14,-16.96,-16.12,-7.65,1
-1.46,-8.89,-2.51,-10.81,-8.88,1
2.24,-11.74,-4.29,5.8,1.12,1
6.76,-7.11,-11.26,-6.67,16.69,1
8.97,4.2,-3.32,-19.33,-2.65,1
18.39,6.73,-11.85,-10.72,-0.93,1
30.5,5.3,0.47,-7.71,-0.09,1
33.82,5.03,-0.29,-0.87,-10.92,1
29.64,4.18,-0.09,-1.96,-7.64,1
23.08,9.05,-0.97,-0.1,-5.18,1
9.46,11.84,-13.39,-11.02,-8.08,1
-7.43,10.34,-15.15,-3.09,-6.19,1
-12.56,4.84,-21.99,-1.96,-3.82,1
-11.73,-5.73,-21.26,1.52,-9.41,1
-8.03,-3.9,-7.42,-5.76,-4.95,1
-6.93,1.47,6.22,-7.53,-1.36,1
2.69,4.69,17.75,-4.39,2.47,1
11.9,7.64,22.09,-11.87,22.22,1
10.41,6.81,17.72,-1.07,35.45,1
9.79,-0.81,1.85,-4.29,25.29,1
7.1,-8.86,-13.19,-0.92,5.05,1
2.92,-8.15,-22.32,1.71,0.19,1
