AI1-02 [m/s²],AI1-05 [m/s²],AI1-08 [m/s²],AI1-11 [m/s²],AI1-14 [m/s²],label
38.26,-2.15,-2.06,-7.74,-4.53,3
35.41,-5.98,-22.28,-2.44,-4.26,3
20.45,-12.31,-19.31,1.78,-5.01,3
7.97,-10.84,-19.73,-5.14,5.18,3
6.79,-8.89,8.76,-3.19,-2.0,3
14.98,3.09,35.63,-0.1,-5.01,3
21.21,9.06,57.42,-0.36,1.66,3
41.24,8.17,61.55,-12.45,-3.63,3
57.46,4.07,29.17,-16.07,-5.12,3
58.12,-4.89,6.44,-13.77,-5.69,3
43.69,3.43,-21.5,-12.75,-6.45,3
22.66,7.81,-29.65,-15.2,-5.49,3
-7.97,20.93,-6.83,-13.95,-1.92,3
-24.02,40.48,5.92,-10.49,-3.86,3
-25.47,54.32,20.16,-15.19,-5.73,3
-2.61,70.7,25.36,-13.46,-3.51,3
24.19,73.85,7.27,-8.98,-2.8,3
33.7,69.84,-5.58,24.39,-4.72,3
27.59,49.51,-18.02,5.82,-4.52,3
1.48,37.6,-17.17,-14.43,-2.51,3
-25.26,29.75,2.99,-13.12,-4.13,3
-28.79,24.53,0.87,-5.97,-5.2,3
-18.13,23.9,-0.34,-9.31,-3.2,3
0.71,17.64,-11.77,-11.88,-2.46,3
5.1,11.52,-21.23,-7.07,-1.38,3
1.92,-11.18,-8.77,-16.72,1.25,3
-13.53,-25.38,2.6,-10.72,-6.69,3
-29.08,-33.98,23.04,-8.32,-4.31,3
-43.82,-31.82,18.2,-12.29,-1.08,3
-36.43,-12.24,4.24,-11.78,-0.48,3
-10.34,5.58,-11.7,-13.93,-1.81,3
7.72,14.38,-36.13,-13.49,-5.39,3
16.12,12.65,-27.31,-11.38,-2.79,3
19.62,11.88,-23.34,-7.8,-2.59,3
14.58,7.46,-14.43,0.96,-3.24,3
-5.77,9.64,-8.81,-0.27,-4.07,3
-23.45,18.96,-19.43,-2.37,-3.44,3
-32.75,27.04,-24.04,-0.38,-3.33,3
-32.35,33.96,-29.31,-8.91,-3.43,3
-31.79,34.96,-19.01,-15.75,-3.21,3
-21.41,35.85,8.11,-15.09,-2.61,3
-7.77,32.68,30.32,-13.03,-2.67,3
-4.64,33.6,38.1,-0.38,-3.35,3
-13.32,37.32,31.95,-1.85,-3.37,3
-29.23,37.63,9.51,-2.42,-3.47,3
-45.61,28.07,-20.19,-0.02,-3.63,3
-48.9,9.09,-38.28,0.51,-3.97,3
-32.13,-12.32,-36.49,1.7,-2.33,3
1.32,-24.89,-12.83,1.48,-2.85,3
30.7,-21.91,10.59,1.12,-1.86,3
35.2,-20.42,41.43,1.42,1.71,3
25.02,-27.35,37.34,2.09,-3.34,3
9.86,-46.61,10.91,1.85,-5.38,3
-1.35,-64.41,-6.01,0.63,-1.27,3
-3.22,-74.37,-34.93,0.66,-0.4,3
5.76,-68.92,-31.4,0.63,-2.59,3
10.41,-43.89,-13.44,-0.63,-4.99,3
8.09,-25.37,5.24,-0.25,-5.77,3
6.22,-10.77,24.18,0.25,-4.19,3
4.74,-10.07,21.39,-0.36,-2.38,3
-3.1,-15.1,18.0,-0.13,-2.91,3
-14.17,-21.8,5.15,0.43,-7.21,3
-14.88,-23.04,-8.03,-0.23,-9.81,3
-19.95,-18.33,-7.84,-1.28,-7.01,3
-27.31,-12.44,-9.35,-4.2,-5.76,3
-34.79,-9.06,1.1,-3.82,-4.36,3
-40.74,-10.17,7.97,-7.43,-5.1,3
-42.93,-6.82,8.32,-2.0,-10.51,3
-30.99,-5.14,23.23,-9.47,-11.26,3
-5.16,-11.74,16.27,4.11,-7.88,3
9.33,-23.48,5.18,4.38,-7.84,3
1.41,-27.86,-2.33,-24.99,-9.44,3
-16.0,-30.0,-13.2,-7.48,-8.6,3
-18.66,-20.45,-6.38,-16.39,-9.16,3
-17.52,-16.45,1.58,-17.48,-12.51,3
-3.55,-20.6,16.15,-10.02,-11.89,3
26.07,-20.6,29.29,-20.42,-11.69,3
51.21,-25.06,27.34,-18.07,-10.41,3
48.83,-27.04,24.54,-7.41,-12.23,3
25.38,-28.14,9.47,-21.8,-18.8,3
-5.41,-25.39,-6.24,-10.18,-12.36,3
-30.48,-27.23,-20.47,-43.79,-9.58,3
-37.04,-28.92,-24.76,29.66,-12.03,3
-29.75,-26.8,-17.4,6.24,-11.61,3
-10.01,-24.75,-3.46,-56.12,-11.72,3
5.51,-22.02,21.69,4.28,-13.23,3
-2.93,-15.76,35.73,-27.62,-12.5,3
-31.32,-15.9,37.35,-18.04,-11.73,3
-59.87,-22.47,24.27,-9.35,-12.55,3
-62.14,-23.69,0.07,-33.69,-11.62,3
-44.43,-17.09,-20.68,-19.07,-11.4,3
-17.89,-9.58,-24.78,-10.87,-13.48,3
-0.26,-7.84,-11.62,-23.68,-14.89,3
4.23,-13.47,10.74,-29.22,-13.68,3
-3.13,-15.2,26.06,-21.27,-11.7,3
-5.47,-10.42,30.06,-20.66,-11.51,3
-4.14,3.33,23.92,-24.62,-13.4,3
-3.52,17.39,6.24,-18.65,-15.65,3
-9.61,21.63,-2.56,-27.73,-16.05,3
-20.47,14.85,-7.67,-19.38,-13.96,3
-18.67,5.21,-10.24,-21.48,-12.72,3
-7.44,4.52,-8.24,-28.2,-13.25,3
10.77,-0.89,1.6,-27.14,-14.69,3
27.16,7.16,3.15,-12.43,-15.88,3
16.51,16.45,-2.21,-25.12,-15.74,3
-11.4,13.83,-0.1,-22.3,-13.51,3
-40.02,7.66,-10.17,-18.44,-11.11,3
-49.42,9.31,-14.49,-26.87,-11.27,3
-46.42,18.87,-13.14,-20.09,-11.8,3
-34.49,18.02,-17.14,-22.57,-12.39,3
-21.41,12.02,-5.7,-22.31,-13.04,3
-7.16,-6.69,-11.08,-37.71,-12.74,3
-10.15,-28.3,-8.29,-8.19,-11.65,3
-13.42,-37.03,1.59,-23.59,-11.54,3
-16.34,-39.08,-4.23,-27.23,-11.54,3
-23.08,-23.74,1.74,-12.95,-10.96,3
-25.42,-4.58,-6.56,-23.27,-10.31,3
-22.69,7.1,-15.4,-15.86,-8.66,3
-20.72,9.1,-27.32,-16.97,-8.03,3
-12.12,6.73,-38.69,-20.44,-7.89,3
14.51,8.12,-35.39,-16.73,-7.91,3
36.74,3.84,-32.63,-16.73,-9.47,3
33.58,3.73,-16.15,-17.96,-9.75,3
9.48,-3.69,-10.83,-16.71,-10.42,3
-14.09,-2.39,-2.49,-15.85,-11.36,3
-36.75,15.73,-3.59,-16.98,-11.32,3
-43.63,30.34,-4.95,-18.75,-10.76,3
-14.87,45.36,-1.22,-16.16,-10.87,3
18.42,49.82,-8.95,-14.82,-10.51,3
25.03,43.6,-10.56,-18.6,-10.08,3
18.43,26.39,-17.09,-10.1,-9.0,3
5.72,7.58,-14.4,2.6,-7.42,3
-9.79,3.5,-12.39,0.0,-4.65,3
-12.11,11.3,-5.74,3.12,-1.23,3
0.45,29.13,8.46,-4.01,2.87,3
18.16,43.09,-1.86,0.03,3.13,3
22.21,48.81,-6.87,17.97,-3.73,3
25.71,33.65,-19.9,0.76,-4.89,3
30.68,12.46,-45.24,-4.24,-6.43,3
30.22,-1.96,-40.08,7.43,-4.68,3
32.55,-18.68,-21.68,14.25,-3.89,3
44.19,-17.94,10.97,-0.04,0.02,3
49.22,-7.48,28.11,-11.02,6.92,3
37.02,4.38,21.7,-6.68,20.07,3
14.7,18.76,23.31,-1.34,35.43,3
-1.97,26.2,4.28,-4.96,41.33,3
-6.89,31.1,-3.42,-2.82,65.63,3
8.82,31.34,5.33,-6.78,96.85,3
33.05,27.3,6.16,-4.34,96.27,3
43.33,17.97,10.96,-0.5,22.44,3
46.9,3.42,14.98,-1.41,-9.56,3
26.46,-4.45,13.75,-0.56,1.66,3
-0.64,-5.63,4.91,2.26,12.31,3
-21.84,3.5,-9.16,-1.43,7.38,3
-30.27,6.05,-6.9,-2.28,7.27,3
-19.75,3.12,3.73,0.07,8.9,3
-1.61,-11.97,21.03,0.58,6.9,3
29.03,-19.38,32.11,1.32,-1.95,3
45.33,-8.69,17.63,0.58,5.63,3
52.49,1.11,-6.9,-0.64,-8.11,3
33.99,6.38,-28.63,2.38,-4.57,3
15.52,2.02,-16.59,0.38,5.27,3
-3.9,5.48,16.03,14.21,5.29,3
-14.41,-1.26,42.23,18.28,48.57,3
-20.05,9.97,53.42,1.18,88.24,3
-13.13,14.83,15.95,-4.22,54.23,3
7.11,8.0,-10.49,3.83,-3.42,3
11.98,-6.56,-33.48,0.16,-15.51,3
16.92,-30.67,-37.82,1.99,1.71,3
13.72,-34.0,2.85,3.66,0.73,3
10.45,-36.86,32.34,11.53,-6.74,3
-4.99,-7.01,70.72,14.21,-0.52,3
-7.33,14.15,62.71,-4.81,-5.71,3
-0.42,25.44,30.89,1.16,-7.24,3
6.73,28.47,21.8,0.5,9.79,3
11.68,4.63,-22.99,-0.45,5.49,3
19.44,-7.59,-28.74,3.65,-13.19,3
23.95,-23.17,-37.3,-2.05,-10.54,3
7.0,-11.45,-26.6,-0.88,-0.97,3
-13.75,-10.45,13.48,3.28,1.9,3
-37.33,-13.14,23.41,0.34,-6.06,3
-41.81,-11.63,50.69,-0.26,3.24,3
-25.26,-17.96,25.82,0.09,3.56,3
0.84,-9.82,17.04,2.09,-12.83,3
11.45,-8.93,11.17,1.11,22.5,3
1.57,-3.15,-18.41,-0.66,11.18,3
-15.59,-17.16,2.2,1.31,1.4,3
-36.95,-28.68,-7.06,0.99,15.59,3
-48.02,-34.18,8.69,0.55,-9.33,3
-35.69,-36.47,24.03,-0.12,-15.45,3
-3.78,-30.3,25.45,-0.05,-6.87,3
13.85,-27.32,44.36,0.4,0.47,3
12.62,-27.04,21.81,0.15,-3.74,3
-0.33,-42.78,5.96,-0.18,-7.12,3
-6.85,-53.8,-19.92,0.31,-5.23,3
-7.3,-55.91,-45.95,0.42,-6.83,3
-0.66,-51.69,-31.4,-0.26,-7.18,3
8.64,-37.31,-13.24,-0.57,-1.67,3
6.3,-19.69,21.39,-0.13,-6.42,3
-4.7,-9.24,46.79,0.58,2.4,3
-18.1,-3.17,37.95,0.73,-4.43,3
-17.52,0.24,5.46,0.8,-15.42,3
-1.9,-11.72,-37.14,0.81,-8.04,3
13.86,-24.99,-56.69,0.7,-1.62,3
6.74,-27.86,-47.84,0.43,-2.95,3
-5.05,-13.96,-26.6,1.06,-4.62,3
-13.72,9.55,9.6,0.68,-0.73,3
-14.87,27.03,36.69,-0.04,-6.61,3
-10.62,42.32,36.65,0.83,-3.95,3
-2.87,38.03,29.05,14.0,-0.92,3
3.58,28.94,3.07,11.79,-2.06,3
-4.26,24.68,-35.29,-1.43,6.47,3
-9.46,23.2,-65.5,-0.35,-5.54,3
-3.92,36.85,-75.0,1.31,-18.18,3
7.56,48.61,-21.87,-2.39,-4.33,3
7.21,56.3,48.26,2.84,-5.73,3
0.1,56.35,81.44,-1.1,-12.92,3
-5.39,46.28,70.49,-1.93,1.92,3
-9.81,38.23,-4.08,4.26,-4.69,3
-10.17,21.29,-88.45,2.01,-13.04,3
-5.82,8.35,-145.74,-0.38,-7.15,3
21.47,2.08,-140.14,0.12,-5.52,3
40.53,-2.02,-60.41,1.17,-8.08,3
32.68,-4.96,37.2,0.44,-5.96,3
12.24,-4.67,119.17,0.22,-4.09,3
-0.72,-6.04,134.76,0.96,-6.74,3
-1.29,-0.73,85.26,0.95,-5.9,3
8.7,18.74,-13.85,0.99,-5.43,3
27.28,16.76,-114.82,0.5,-7.08,3
48.0,15.68,-145.83,0.49,-5.47,3
44.83,14.92,-107.86,2.17,-5.28,3
20.2,-5.23,-6.92,1.44,-7.06,3
-6.75,-10.24,84.66,0.12,-5.22,3
-16.35,-11.62,134.16,0.32,-3.85,3
-12.75,-7.62,123.51,0.9,0.55,3
8.97,-8.93,39.24,0.11,-6.03,3
39.5,-7.31,-55.89,1.29,-2.71,3
46.17,8.01,-126.12,1.68,-2.1,3
46.76,24.16,-113.51,0.27,-2.68,3
38.62,38.03,-41.48,0.42,7.71,3
32.05,33.43,44.94,0.46,0.2,3
2.02,24.63,104.75,0.33,-3.52,3
-32.78,16.01,83.92,0.14,14.49,3
-51.67,12.14,33.98,0.3,45.99,3
-66.33,23.49,-30.59,0.39,47.42,3
-59.46,36.21,-67.5,0.37,24.43,3
-37.71,41.5,-43.68,0.38,12.98,3
-29.33,15.24,-22.75,0.0,10.25,3
-29.49,-15.37,25.5,0.24,11.78,3
-33.8,-42.3,54.32,0.57,6.75,3
-26.71,-56.25,45.36,0.1,2.98,3
-22.61,-45.63,32.47,-0.05,4.97,3
-18.96,-28.77,-5.87,-0.33,7.43,3
-10.9,-4.97,-19.53,0.06,9.15,3
-3.26,-7.42,-25.46,-0.39,9.08,3
6.4,-14.13,-9.97,-0.65,4.73,3
16.89,-26.33,18.76,-0.35,2.92,3
37.45,-29.65,20.46,-0.56,6.45,3
54.19,-18.54,19.51,-0.38,42.2,3
36.48,-18.13,-3.65,-0.51,117.91,3
-0.51,-11.06,-6.88,-0.57,114.99,3
-23.98,-17.99,-6.5,-0.28,42.18,3
-33.62,-20.95,-0.76,-0.35,1.29,3
-42.31,-28.12,21.31,-0.41,-1.47,3
-27.17,-28.19,20.38,-0.28,6.85,3
-7.02,-32.04,23.29,-0.55,13.34,3
-6.38,-44.64,8.71,-0.48,16.5,3
-21.33,-45.11,0.17,-0.28,6.37,3
-15.5,-55.07,10.48,-0.69,-5.85,3
9.3,-47.21,-2.46,-0.54,6.63,3
27.6,-46.97,6.38,-0.05,13.95,3
40.25,-38.25,-9.49,-0.15,-0.51,3
38.7,-35.6,-24.42,-0.39,-0.01,3
21.54,-51.44,-21.3,-0.45,4.81,3
3.77,-61.11,-29.29,-0.2,1.82,3
15.48,-74.3,10.79,-0.21,-5.08,3
36.52,-54.54,30.3,-0.51,-7.85,3
39.19,-25.42,44.32,-0.15,-7.34,3
37.71,0.01,41.11,0.11,-5.57,3
23.96,12.71,-1.93,-0.32,-0.68,3
-2.8,-2.12,-22.18,-0.61,-7.96,3
-27.3,-3.45,-43.03,-0.43,-16.53,3
-29.16,-18.13,-23.82,-0.15,-15.92,3
-23.86,-29.8,0.42,-0.35,-17.8,3
-22.86,-18.52,15.02,-0.26,-24.47,3
-21.07,-8.67,40.98,-0.04,0.53,3
-23.03,11.4,25.89,-0.14,17.52,3
-31.43,9.01,13.42,-0.19,-7.25,3
-48.79,2.92,-6.64,-0.08,-14.14,3
-49.8,-13.99,-29.75,0.51,-4.73,3
-37.03,-21.42,-22.65,0.07,-9.6,3
-28.53,-0.03,-17.75,-0.04,-6.96,3
-16.66,5.71,9.03,-0.07,0.64,3
3.6,30.21,25.47,0.03,-8.96,3
14.66,21.35,17.69,0.12,-9.44,3
13.5,14.57,-0.21,0.45,0.51,3
17.64,2.72,-36.2,0.26,1.94,3
19.75,-20.54,-42.03,-0.13,-4.69,3
8.6,-9.49,-41.79,-0.15,-7.69,3
-17.03,-0.55,-31.4,-0.49,-5.08,3
-29.44,31.04,-5.98,-0.54,-0.47,3
-35.13,33.09,2.89,0.32,1.65,3
-34.26,30.19,21.27,-0.43,0.67,3
-16.04,2.93,9.95,0.62,-0.64,3
7.56,-14.96,0.15,-1.72,-5.23,3
28.16,9.29,-3.31,2.19,-6.63,3
39.56,22.25,-18.35,-4.18,-2.32,3
43.92,61.08,-14.28,31.97,-0.93,3
41.17,67.62,-34.83,52.12,-2.33,3
30.3,64.72,-47.2,-28.11,-5.65,3
17.2,34.16,-53.04,-5.84,-9.53,3
8.22,8.93,-39.95,13.58,-10.0,3
1.03,6.75,1.97,-10.33,-8.93,3
-1.23,-0.29,17.49,9.4,-5.01,3
-4.59,31.99,24.15,-0.69,-4.84,3
-4.33,46.22,1.91,-13.23,-11.41,3
-1.12,59.0,-20.74,12.0,-11.02,3
16.39,68.1,-17.99,-2.42,-5.8,3
29.63,69.05,-16.72,6.7,-5.42,3
39.04,73.63,6.85,57.19,-4.82,3
34.21,75.06,24.24,31.21,-4.99,3
18.35,85.8,33.18,-4.54,-8.35,3
-5.75,85.41,35.25,-22.94,-8.23,3
-13.72,85.88,2.88,17.72,-2.73,3
-4.24,79.93,-29.74,-12.04,-0.8,3
-3.28,69.69,-52.55,7.12,-5.33,3
-5.1,62.38,-54.59,3.64,-4.25,3
-3.76,45.21,-27.08,-15.45,0.2,3
24.2,43.63,8.39,10.26,-1.74,3
35.83,47.49,46.07,4.98,-4.04,3
36.21,47.78,50.53,-5.32,-2.2,3
38.01,52.85,19.87,-1.22,-2.05,3
31.38,34.79,-15.61,4.25,-2.19,3
19.89,11.03,-38.37,2.63,-1.93,3
18.6,-11.24,-28.65,-1.46,-4.58,3
37.78,-12.26,1.14,-0.58,-5.44,3
35.56,-4.62,33.07,3.38,-5.27,3
35.25,8.79,46.24,4.94,-3.97,3
34.13,17.74,28.44,5.36,-3.81,3
29.19,-4.36,0.84,1.88,-6.52,3
30.77,-4.73,-34.33,5.49,-5.72,3
18.94,-26.98,-45.09,8.52,-4.41,3
7.44,-25.82,-23.62,3.82,-6.62,3
-19.44,-21.13,1.99,5.67,-6.19,3
-23.62,-14.41,34.12,2.72,-4.95,3
-28.14,8.31,43.46,7.02,-6.22,3
-19.1,10.21,30.51,0.32,-8.53,3
-10.35,30.19,8.96,24.44,-8.17,3
-3.06,16.14,-18.15,44.26,-5.59,3
-3.95,28.06,-26.37,18.89,-4.05,3
-18.66,16.82,-22.32,-10.08,-4.12,3
-23.68,3.22,-1.37,5.64,-6.95,3
-28.15,4.75,27.18,11.36,-7.88,3
-13.27,-1.07,43.39,-2.95,-5.93,3
-3.07,20.22,38.8,15.0,-3.98,3
9.08,8.29,16.85,-5.42,-5.58,3
8.71,8.43,-8.02,10.1,-8.13,3
0.09,-13.25,-26.52,57.67,-5.89,3
-7.8,-27.28,-23.68,10.43,-4.61,3
-9.7,-27.66,-1.69,-14.89,-6.42,3
-6.66,-24.6,23.41,15.79,-8.72,3
1.03,-8.05,33.19,0.77,-8.91,3
-4.26,-12.04,15.99,-0.16,-3.9,3
-19.82,-7.62,-13.06,5.97,-3.39,3
-24.68,-35.89,-22.43,-1.82,-8.65,3
-19.31,-64.58,-22.99,6.2,-9.16,3
-7.61,-80.05,-8.18,4.0,-3.89,3
-2.08,-76.23,25.41,1.55,-3.68,3
5.51,-57.56,36.45,1.96,-6.68,3
6.58,-41.6,52.74,6.7,-9.32,3
2.91,-25.89,58.99,11.47,-10.12,3
6.45,-30.73,42.88,2.69,-9.25,3
13.85,-42.9,22.14,1.61,-6.1,3
12.43,-58.83,-14.85,8.49,-8.23,3
2.53,-60.13,-28.22,4.95,-10.99,3
-6.86,-52.14,-26.48,5.63,-13.3,3
-11.51,-29.9,-13.09,2.66,-6.48,3
-2.51,-4.97,21.43,13.44,-11.39,3
3.37,4.56,35.22,28.63,11.43,3
-1.27,-0.9,48.83,13.14,56.25,3
-17.31,-6.33,30.19,-4.23,-25.18,3
-44.1,-19.5,-1.81,4.05,-7.22,3
-58.16,-24.13,-10.8,8.61,3.88,3
-53.94,-8.1,-27.73,-0.23,-20.06,3
-40.78,-8.28,-21.13,7.0,-14.1,3
-28.89,0.3,-12.34,2.39,-13.22,3
-24.01,-9.29,3.86,2.48,-17.09,3
-27.96,-20.41,29.99,6.02,-11.38,3
-22.36,-27.04,24.2,2.66,-9.09,3
-9.12,-27.95,23.99,6.14,-15.69,3
-1.77,-13.95,29.72,27.96,-11.85,3
2.48,-4.07,5.54,15.92,-7.92,3
5.22,12.95,7.98,-2.7,-11.52,3
10.51,3.27,-7.42,3.86,-14.39,3
7.66,-5.39,-45.0,4.24,-11.44,3
9.9,-16.58,-42.71,1.98,-8.84,3
5.2,-16.0,-44.36,2.99,-8.13,3
-9.81,5.11,-21.73,-0.26,-7.9,3
-21.51,15.56,3.19,0.81,-9.4,3
-24.52,28.95,7.35,3.76,-10.29,3
-11.54,24.38,15.86,1.39,-7.78,3
10.63,10.6,-6.87,0.52,-8.55,3
25.89,-1.56,-12.25,1.43,-5.44,3
30.89,5.51,-16.21,2.72,-1.69,3
27.46,22.36,-12.7,0.53,6.78,3
12.75,32.26,7.34,0.06,1.14,3
-7.77,40.19,12.82,2.28,-3.32,3
-22.24,30.08,21.41,1.54,4.73,3
-19.59,18.4,1.89,0.94,1.15,3
-7.59,7.88,-12.31,1.44,-0.07,3
16.25,1.58,-27.97,2.53,-1.99,3
30.18,11.02,-33.88,2.36,-8.02,3
36.37,26.27,-20.16,1.36,-2.38,3
32.4,30.0,-2.94,1.75,7.45,3
10.05,20.24,34.18,1.3,12.28,3
-3.39,5.71,32.83,1.34,41.65,3
5.18,-1.68,16.85,1.55,59.46,3
26.04,3.33,-12.53,1.24,69.94,3
39.47,8.54,-52.61,1.31,24.44,3
35.43,6.04,-57.77,1.04,-13.23,3
22.37,0.66,-47.95,1.34,-5.94,3
3.53,5.84,5.01,0.18,9.54,3
-12.46,11.38,55.3,-0.08,6.52,3
-24.5,15.1,88.86,1.22,-5.27,3
-14.03,18.94,77.36,0.38,-4.25,3
15.37,18.88,19.17,0.41,-0.32,3
31.54,6.45,-32.69,0.76,18.09,3
35.6,-4.81,-75.38,0.35,38.63,3
24.51,-5.96,-68.55,0.66,47.2,3
4.27,-10.17,-33.54,0.39,20.93,3
-16.2,3.5,3.16,0.58,-10.25,3
-18.92,23.77,46.18,0.53,-10.46,3
-15.56,36.42,53.6,0.1,0.66,3
-10.28,40.1,32.24,0.39,0.04,3
-10.93,32.71,11.43,-0.12,7.28,3
-14.07,22.92,-24.41,-0.21,-0.55,3
-13.6,5.88,-40.82,-0.07,4.77,3
-17.15,-0.68,-40.82,-0.43,-5.71,3
-21.59,6.07,-19.59,-0.33,-5.3,3
-17.57,13.91,12.13,-0.27,1.45,3
-10.69,16.69,19.24,-0.49,-7.85,3
-18.04,7.58,23.61,-0.8,-5.45,3
-33.72,-8.85,11.56,-0.49,-7.32,3
-42.86,-31.73,-0.15,-0.81,-8.34,3
-43.94,-47.63,1.75,-1.03,-3.38,3
-38.57,-53.92,-6.64,-1.02,6.0,3
-20.42,-57.48,-6.38,-1.06,8.13,3
12.2,-49.82,-23.42,-0.98,10.58,3
44.76,-47.39,-29.33,-0.77,5.9,3
51.07,-46.54,-19.11,-0.88,0.16,3
45.13,-43.8,-1.67,-1.02,-2.75,3
35.87,-39.15,31.48,-0.38,-6.42,3
13.94,-37.88,36.62,-0.66,-7.33,3
-5.59,-29.28,32.08,-0.89,-6.16,3
-13.08,-32.04,4.64,-0.52,-6.54,3
-11.86,-40.33,-21.92,-0.65,-5.82,3
-12.84,-50.49,-28.47,-0.82,-4.25,3
-11.59,-60.63,-26.17,-1.02,-4.74,3
-14.98,-40.93,-0.29,-0.74,-4.19,3
-35.54,-22.03,32.2,-0.59,-5.98,3
-51.49,-3.9,50.72,-0.57,-2.53,3
-53.04,0.53,52.51,-0.52,-1.85,3
-36.76,-3.03,37.72,-0.14,4.5,3
-17.0,-27.59,13.72,0.14,8.2,3
-4.07,-47.45,-22.0,0.25,-7.39,3
-12.65,-51.89,-40.44,0.3,-11.18,3
-34.39,-61.69,-42.25,0.69,-4.0,3
-53.87,-42.67,-18.8,0.6,5.52,3
-66.58,-34.56,8.46,0.65,5.93,3
-62.46,-26.85,39.43,0.85,-5.34,3
-35.3,-18.94,62.66,0.92,-10.05,3
-8.15,-14.28,58.67,0.81,-4.2,3
-2.59,-13.05,41.77,0.68,1.21,3
7.07,-19.05,-4.1,0.84,-2.11,3
18.43,-22.64,-39.59,0.67,-6.95,3
24.31,-31.5,-45.66,0.65,-9.73,3
13.25,-23.77,-33.54,0.73,-9.27,3
4.92,-23.07,5.3,0.51,-6.82,3
-4.2,-21.4,24.58,0.32,-7.88,3
-19.74,-24.69,43.0,0.54,-10.15,3
-25.47,-29.5,38.96,-0.06,-9.57,3
-23.57,-28.43,12.44,0.12,-7.89,3
-19.53,-36.23,3.18,0.25,-9.69,3
-16.24,-29.17,-18.25,-0.01,-12.34,3
-13.9,-24.5,-29.6,-0.06,-10.95,3
-21.15,-21.46,-24.76,-0.25,-9.15,3
-23.31,-18.13,-20.79,-0.14,-9.88,3
-17.96,-10.12,-0.69,-0.05,-12.03,3
-10.9,6.73,8.56,-0.21,-12.56,3
3.75,28.92,10.66,-0.53,-10.28,3
25.0,43.18,9.78,-0.63,-8.85,3
48.13,53.32,-4.17,-0.25,-9.89,3
58.14,51.22,-20.33,-0.77,-10.95,3
43.38,36.65,-24.38,0.3,-10.62,3
16.95,32.48,-25.0,-1.1,-9.01,3
1.72,28.67,-24.64,0.95,-8.11,3
-2.07,37.49,-11.12,-2.94,-9.52,3
-2.31,35.28,-6.32,3.45,-7.87,3
-3.5,32.87,6.26,-6.94,-8.74,3
-3.66,21.34,15.11,11.55,-6.22,3
7.71,18.08,6.3,-32.94,-3.52,3
8.45,30.54,0.83,26.98,5.48,3
8.76,18.62,-14.78,-24.27,8.62,3
-1.51,6.64,-25.52,-29.48,0.08,3
-17.79,-5.61,-26.36,13.45,-5.83,3
-23.98,1.78,-20.65,-14.33,-6.95,3
-4.36,21.3,-5.69,9.74,-0.37,3
25.58,31.53,2.96,3.7,-2.63,3
44.78,23.96,10.05,-7.02,-8.82,3
46.92,-0.82,9.24,-2.12,-3.3,3
33.13,-13.95,-1.67,4.96,-2.34,3
7.43,-18.14,-11.62,1.09,-2.04,3
-7.01,-3.99,-27.73,-2.74,-1.48,3
4.12,9.02,-30.8,-1.94,7.01,3
23.2,18.92,-19.98,3.48,54.17,3
29.11,42.82,-3.47,0.25,55.3,3
18.81,58.14,12.14,-0.76,6.65,3
-1.0,65.26,12.89,-0.84,-12.76,3
-24.44,64.93,2.5,1.03,-4.97,3
-30.1,52.63,-18.07,2.11,3.28,3
-23.82,40.8,-37.11,-0.83,-3.01,3
-8.17,43.9,-44.03,-0.15,27.63,3
-3.81,49.92,-36.54,1.79,72.91,3
-0.31,51.91,-20.21,0.35,78.96,3
-3.5,64.72,-3.79,-0.12,26.98,3
-16.17,69.13,11.19,0.27,-4.83,3
-25.91,42.18,22.59,0.41,-0.08,3
-40.1,20.02,16.12,0.1,0.16,3
-46.9,-3.36,10.23,0.12,12.12,3
-33.78,-18.21,-4.47,0.26,9.68,3
-2.39,-16.25,-16.74,0.54,-3.49,3
24.69,-19.56,-16.72,0.57,6.05,3
41.13,-10.72,-13.52,0.11,23.36,3
45.12,-10.46,-1.03,0.19,10.53,3
31.57,-16.68,-3.47,0.32,1.76,3
12.36,-19.69,-7.04,0.11,-0.33,3
4.74,-27.97,-13.59,0.22,5.11,3
12.41,-41.0,-16.06,0.12,6.71,3
26.99,-47.71,-12.9,0.16,2.46,3
36.83,-40.92,-16.8,0.79,45.97,3
37.12,-34.74,-3.17,0.48,100.37,3
29.7,-18.09,5.16,0.26,110.2,3
8.35,-3.84,21.79,0.65,70.25,3
-9.55,0.15,33.15,0.59,0.01,3
-7.54,8.54,17.56,0.57,-9.31,3
8.83,27.37,7.97,0.52,-2.57,3
15.46,39.85,-20.07,0.51,4.54,3
15.3,37.13,-25.6,0.54,5.71,3
18.55,24.78,-17.99,0.31,-5.16,3
15.73,2.98,2.02,0.6,-5.96,3
-0.91,-5.03,54.91,0.81,3.77,3
-16.16,-5.49,54.54,0.48,3.99,3
-25.47,-7.05,37.68,0.5,-4.22,3
-21.22,-2.84,-0.14,0.65,-7.68,3
-0.5,2.77,-44.3,0.54,-3.43,3
26.28,0.01,-42.13,0.21,0.07,3
58.03,-2.69,-34.12,0.83,-3.68,3
67.03,-13.34,-2.62,0.3,-9.83,3
62.38,-21.42,19.58,0.62,-7.6,3
55.78,-17.91,27.22,-0.15,-4.92,3
50.44,-6.56,15.26,1.42,-2.97,3
