AI1-02 [m/s²],AI1-05 [m/s²],AI1-08 [m/s²],AI1-11 [m/s²],AI1-14 [m/s²],label
6.25,-49.5,16.88,-2.27,-2.55,2
-7.71,-52.8,15.52,1.34,-9.75,2
-12.81,-42.47,8.09,3.01,-24.91,2
-15.74,-24.3,5.18,-3.2,-22.7,2
-16.7,-13.17,-5.26,-0.25,-21.29,2
-9.16,-9.28,-20.52,0.78,-7.82,2
0.3,-12.75,-10.52,0.34,-5.67,2
-0.73,-18.0,-24.5,-2.73,-4.58,2
-2.06,-17.99,-14.93,2.64,-17.87,2
-2.29,-15.24,-0.32,-2.11,-11.29,2
-7.63,-9.25,-0.57,2.91,-6.17,2
-20.61,-4.89,15.47,-9.82,-18.02,2
-29.93,-1.73,-14.42,-19.37,-13.14,2
-29.4,-1.03,-25.24,11.84,-8.22,2
-25.73,-11.17,-31.96,-11.96,-5.69,2
-23.18,-33.44,-38.99,5.37,0.2,2
-17.99,-56.47,-16.23,0.06,15.6,2
-19.22,-63.85,-11.09,1.3,15.87,2
-29.04,-59.86,14.61,5.29,-1.33,2
-33.08,-44.07,8.56,-2.23,-18.46,2
-25.95,-23.84,-4.32,5.66,-15.15,2
-20.88,-14.96,-14.28,9.01,-4.38,2
-12.8,-17.93,-43.17,-1.16,9.2,2
-6.66,-36.57,-26.64,-1.8,21.96,2
-9.84,-59.56,-31.8,3.07,26.53,2
-22.28,-73.44,-14.21,2.55,20.85,2
-31.12,-70.74,1.06,2.22,0.02,2
-29.88,-51.03,-7.62,0.93,-9.27,2
-24.18,-31.87,12.08,1.37,-5.96,2
-22.97,-19.02,-16.11,2.74,-4.2,2
-19.98,-19.21,-35.46,2.28,-5.25,2
-19.29,-28.99,-31.86,1.42,-6.81,2
-19.98,-35.23,-55.54,3.82,-7.8,2
-18.69,-32.22,-29.65,13.14,-6.04,2
-7.59,-19.26,-11.02,2.35,-3.51,2
4.3,-7.55,-7.28,-1.63,-6.65,2
3.18,5.15,11.52,5.56,-9.81,2
-4.21,19.44,-7.84,3.21,-8.08,2
-13.29,29.62,6.97,4.92,-5.06,2
-18.73,33.85,-3.01,8.08,-5.52,2
-13.37,30.63,-17.47,3.91,-9.03,2
-2.58,28.19,6.52,0.8,-10.32,2
13.07,27.52,-25.03,-2.42,-8.89,2
18.78,25.4,-21.68,-2.49,-8.13,2
22.75,23.13,-13.61,1.9,-8.5,2
21.36,26.68,-21.21,5.89,-8.86,2
11.24,35.92,9.65,1.86,-9.37,2
6.69,45.97,4.01,-3.63,-8.46,2
6.06,49.2,0.8,1.94,-9.7,2
4.44,43.94,9.93,-3.54,-0.2,2
0.44,36.26,-0.49,14.77,-11.46,2
7.23,35.22,-1.3,1.07,-19.63,2
19.38,33.37,-0.03,0.43,-5.55,2
26.83,31.44,-10.23,7.95,27.27,2
26.93,31.49,10.11,2.46,31.73,2
22.81,29.52,13.58,5.22,2.54,2
7.33,30.74,-0.71,3.64,-2.04,2
-9.62,32.91,32.07,1.86,-1.64,2
-9.55,35.76,-10.81,5.1,-10.09,2
4.85,44.47,13.75,4.0,-19.04,2
23.04,51.6,3.89,2.27,-16.17,2
37.71,53.04,-3.72,2.88,-21.47,2
47.11,49.05,31.01,4.07,-20.0,2
44.0,38.46,6.82,3.34,-12.19,2
31.01,28.07,45.41,2.25,-15.45,2
17.08,30.24,11.77,2.71,-19.75,2
2.66,36.75,-18.56,3.1,-17.2,2
-3.1,44.66,-3.32,2.86,-3.33,2
6.58,48.9,-29.78,1.72,-2.14,2
29.24,45.0,28.29,1.51,-1.07,2
52.49,34.0,40.9,2.63,13.76,2
57.66,20.67,53.44,2.22,41.25,2
38.82,13.87,39.3,1.67,45.65,2
10.28,6.87,4.24,1.88,13.32,2
-12.6,8.34,-14.09,1.59,-10.68,2
-15.21,13.32,-23.01,1.95,-7.4,2
-0.06,17.13,8.06,1.66,5.32,2
21.19,21.04,29.94,1.59,-4.75,2
34.01,17.71,57.8,0.49,-8.1,2
27.92,13.95,56.98,2.27,-5.36,2
9.03,1.06,28.19,1.03,-3.09,2
-17.35,-11.11,12.43,1.94,25.25,2
-33.06,-17.56,-17.24,2.94,94.4,2
-29.9,-14.6,-20.16,1.64,92.01,2
-14.69,-11.47,-24.93,1.71,49.62,2
-4.02,-12.73,10.79,1.5,11.67,2
-4.45,-12.19,49.85,1.69,0.73,2
-1.96,-19.96,44.31,1.87,4.18,2
-7.93,-20.12,39.45,1.65,7.83,2
-15.77,-24.06,-6.21,1.89,9.0,2
-18.57,-26.63,-35.45,2.34,-0.56,2
-24.92,-37.75,-45.79,1.36,2.18,2
-27.28,-48.86,-30.99,1.15,12.86,2
-25.42,-57.27,31.14,1.94,8.82,2
-2.9,-60.28,40.35,1.52,-10.27,2
10.11,-44.64,38.74,2.34,-24.46,2
12.64,-37.15,17.17,1.26,-15.67,2
2.49,-30.78,-41.12,2.57,-3.99,2
-17.23,-37.63,-49.83,0.24,5.21,2
-39.02,-48.68,-31.62,8.98,-10.07,2
-48.35,-62.32,-5.22,5.54,36.24,2
-34.41,-70.65,38.39,-4.71,168.77,2
-21.56,-64.65,25.96,4.33,82.91,2
-10.16,-58.17,14.28,1.28,-34.37,2
-5.79,-42.34,-17.59,2.09,-33.47,2
-11.0,-34.46,-50.1,3.25,16.15,2
-27.2,-32.64,-40.16,-1.05,-3.57,2
-30.94,-35.46,-25.37,1.82,0.81,2
-22.23,-43.26,-0.63,2.61,-3.08,2
-16.83,-52.28,17.05,0.42,-30.39,2
-16.48,-65.28,11.77,0.74,-8.49,2
-16.11,-69.11,-16.49,2.31,14.89,2
-19.9,-68.29,-50.55,2.43,-1.41,2
-30.21,-57.2,-70.9,0.81,-21.63,2
-32.46,-44.65,-49.8,1.52,-11.09,2
-27.33,-33.68,-5.84,1.97,3.64,2
-24.14,-27.81,36.87,2.01,1.52,2
-19.75,-31.34,62.54,2.43,-9.53,2
-11.02,-33.62,22.35,1.62,-14.44,2
-6.24,-40.46,-21.38,2.12,-4.53,2
-7.47,-45.08,-66.74,2.33,1.42,2
-13.64,-41.62,-90.43,1.66,-5.1,2
-15.33,-29.05,-44.15,1.81,-12.92,2
-24.37,-15.99,-15.27,1.93,-12.25,2
-24.35,-8.53,59.58,1.27,-3.8,2
-17.94,-5.85,56.24,1.57,-3.8,2
-7.58,-5.89,26.19,0.87,-9.3,2
11.7,-3.85,10.67,1.98,-9.69,2
26.04,-1.16,-52.67,-0.02,-6.11,2
35.13,-2.82,-41.0,1.81,-0.04,2
31.05,-0.76,-45.4,0.05,-2.71,2
19.74,-0.1,-34.36,3.1,-8.95,2
13.43,1.48,-4.24,-4.67,-10.52,2
10.31,16.86,-9.18,-42.54,-3.8,2
13.02,33.77,30.12,5.42,2.26,2
29.49,48.61,34.75,-6.1,-3.13,2
45.25,53.04,29.46,-1.75,-8.21,2
44.59,49.44,34.23,4.57,-5.05,2
32.74,43.25,-10.01,-3.46,-1.27,2
21.3,39.93,-22.7,5.71,-4.64,2
14.88,47.57,-36.48,-1.39,-4.4,2
4.56,55.17,-23.51,-1.41,-0.59,2
-0.65,73.4,18.09,3.54,1.2,2
0.52,82.02,24.93,1.48,1.69,2
8.51,83.28,58.81,-1.07,0.26,2
19.6,76.59,50.6,0.53,0.87,2
35.4,61.76,21.77,2.81,0.21,2
45.7,48.61,2.58,0.93,-0.24,2
52.26,40.31,-41.51,0.24,-1.42,2
42.36,38.96,-41.6,1.75,-3.23,2
21.81,34.72,-30.05,1.37,-5.6,2
6.46,36.24,9.38,1.3,-4.08,2
5.98,30.32,57.43,0.83,-1.95,2
21.65,31.23,56.5,0.46,-2.37,2
38.23,32.46,52.99,1.63,-0.23,2
54.97,28.7,8.0,1.59,-1.59,2
63.79,36.32,-23.22,1.04,-2.24,2
45.63,32.16,-46.48,1.54,-1.23,2
14.54,28.55,-35.17,1.5,-0.04,2
-0.69,27.86,9.89,1.39,0.93,2
-7.04,27.21,34.97,1.02,3.26,2
-16.35,30.32,69.06,1.38,10.23,2
-11.2,34.65,41.29,1.63,33.95,2
-0.58,24.79,3.73,1.25,81.89,2
6.42,6.39,-11.98,1.58,30.56,2
-1.13,-14.06,-48.62,1.64,-7.46,2
-3.63,-22.29,-25.94,1.43,2.44,2
-2.33,-10.48,-11.69,1.6,4.25,2
-10.48,3.6,-4.17,1.42,-3.59,2
-23.68,17.49,40.7,1.51,0.93,2
-22.48,18.62,33.89,1.48,6.06,2
-15.82,19.65,43.78,1.2,-9.75,2
-23.27,7.04,12.55,1.56,5.39,2
-29.9,4.22,-11.87,1.72,8.21,2
-32.02,7.9,-14.25,2.12,-6.04,2
-34.6,12.24,-32.77,1.66,-1.95,2
-37.23,22.34,10.16,1.64,1.96,2
-23.94,13.37,14.11,1.79,1.36,2
-21.52,0.82,11.86,1.36,2.12,2
-27.38,-22.06,23.13,1.66,-1.42,2
-33.82,-33.03,-15.07,1.67,-0.85,2
-35.81,-38.73,-6.07,1.49,2.08,2
-35.91,-39.03,-10.97,1.74,2.66,2
-31.11,-40.61,-1.96,1.46,3.05,2
-11.0,-51.11,18.54,1.39,1.22,2
-3.24,-59.66,8.78,1.4,-1.48,2
4.39,-66.64,13.33,1.2,2.55,2
1.64,-59.13,-11.22,0.95,1.33,2
-3.2,-55.05,-33.79,1.5,-1.92,2
-20.79,-46.46,-50.74,0.73,0.68,2
-34.16,-49.96,-48.1,2.45,2.61,2
-33.65,-56.64,-19.37,0.55,7.93,2
-30.68,-64.67,-1.28,3.8,7.38,2
-14.88,-71.08,43.16,-1.07,2.33,2
-0.63,-64.25,32.88,6.51,0.61,2
13.06,-59.4,12.34,-12.44,-0.66,2
3.41,-46.11,-10.53,-16.73,1.36,2
-10.02,-43.74,-54.19,15.47,8.82,2
-14.72,-39.26,-49.27,-14.56,9.62,2
-16.35,-37.04,-40.11,5.27,5.55,2
-15.14,-30.24,1.53,4.16,2.22,2
-4.6,-21.79,32.14,-2.58,2.87,2
4.46,-22.48,34.12,5.88,6.45,2
-2.55,-22.39,39.55,-2.71,12.53,2
-9.46,-30.4,-14.17,-1.04,14.23,2
-12.89,-27.25,-46.64,5.06,12.17,2
-16.63,-20.37,-64.53,0.06,19.49,2
-15.11,-4.63,-65.66,-1.37,28.77,2
-6.03,5.18,-16.74,2.92,38.59,2
4.54,3.76,10.89,3.43,41.04,2
13.46,0.45,41.81,-0.42,34.43,2
20.52,-16.15,32.87,1.27,22.62,2
29.2,-26.65,-2.93,3.74,8.58,2
34.21,-23.46,-30.89,0.86,6.74,2
33.11,-14.27,-60.65,0.49,18.31,2
33.0,-1.11,-44.32,1.94,23.9,2
32.27,9.11,-8.69,1.91,20.5,2
28.27,14.1,36.19,2.39,12.89,2
20.58,6.23,58.31,2.28,6.99,2
15.19,-5.88,46.11,-0.12,0.84,2
8.06,-6.39,18.75,4.04,1.93,2
3.29,-5.59,-27.12,-0.4,5.85,2
7.24,8.58,-36.96,21.89,2.72,2
18.38,21.02,-21.32,33.13,0.26,2
29.32,33.07,-1.0,4.54,0.37,2
34.84,40.97,22.42,-16.97,-3.51,2
35.44,44.52,26.15,-2.26,-5.47,2
32.92,57.7,13.4,-12.36,-2.98,2
26.99,55.87,-10.31,-8.59,-1.4,2
20.65,55.88,-27.22,-3.84,-4.26,2
25.74,57.53,-20.84,-15.58,-7.16,2
38.3,62.61,4.77,-4.07,-7.8,2
46.66,60.11,32.89,-8.5,-5.63,2
48.87,56.85,44.43,-13.28,-4.03,2
46.9,63.87,37.17,-6.47,-5.28,2
39.64,58.28,15.64,-6.41,-6.34,2
20.67,59.04,-6.09,-10.11,-6.12,2
15.76,68.34,-11.59,-4.3,-5.42,2
23.53,74.02,-5.64,1.02,-5.43,2
37.93,68.46,5.92,2.42,-6.09,2
39.07,66.0,14.16,2.5,-5.58,2
37.97,53.38,7.58,1.01,-5.02,2
32.21,30.72,-2.05,2.27,-5.33,2
19.39,22.98,-12.12,2.63,-5.69,2
13.95,17.13,-15.68,3.02,-4.72,2
18.85,12.32,-5.26,1.77,-3.7,2
24.22,7.9,7.94,1.02,-4.7,2
14.32,12.72,21.04,2.08,-4.37,2
5.26,16.49,19.4,2.08,-3.72,2
3.62,13.22,13.55,2.68,-3.16,2
-4.03,11.64,1.16,1.4,0.54,2
-14.68,15.8,-13.21,4.4,-2.4,2
-14.18,25.05,-19.58,21.9,-5.85,2
-15.15,39.5,-13.28,5.19,-2.64,2
-20.19,47.46,-3.23,-5.49,-0.01,2
-33.59,48.85,-3.37,7.9,-1.46,2
-44.97,39.98,13.38,1.01,-2.37,2
-59.19,23.63,11.31,4.34,-0.05,2
-67.56,20.22,-3.62,3.26,0.57,2
-60.92,6.1,-9.79,-1.21,-1.37,2
-34.36,10.14,-23.14,2.92,-4.33,2
-9.3,20.98,-15.73,4.67,-5.3,2
3.35,29.67,-16.13,-1.13,-2.58,2
5.14,33.31,-4.22,5.48,-0.3,2
1.47,21.63,7.77,41.51,-1.81,2
-11.81,9.72,2.35,23.1,-6.15,2
-18.2,-9.7,5.84,-7.05,-5.55,2
-7.72,-7.21,-4.58,-8.87,-4.62,2
0.33,0.13,1.68,12.64,-4.93,2
2.44,4.52,-6.46,-8.09,-4.38,2
4.22,0.24,-12.16,3.12,-4.08,2
-1.55,-14.76,-12.49,-1.49,-4.63,2
-18.9,-27.8,-14.69,-6.22,-5.61,2
-38.43,-39.95,4.61,7.75,-6.04,2
-50.56,-39.28,7.04,1.83,-5.8,2
-54.87,-34.99,14.45,-3.06,-5.22,2
-53.58,-27.52,5.48,2.08,-4.91,2
-40.35,-25.1,-15.66,2.36,-5.02,2
-28.16,-24.02,-23.89,22.97,-6.25,2
-21.62,-30.61,-31.3,18.43,-6.41,2
-17.57,-44.54,-10.99,-6.07,-5.47,2
-16.52,-53.47,-0.71,2.95,-4.65,2
-18.09,-59.35,21.98,3.69,-4.46,2
-21.36,-57.35,27.44,-0.83,-3.4,2
-14.25,-52.42,16.04,4.07,-4.7,2
-2.57,-47.45,20.04,5.98,-5.51,2
-1.36,-44.73,-0.96,10.3,-5.93,2
-4.66,-51.09,-4.97,2.11,-6.27,2
-0.34,-53.94,-9.78,-5.03,-7.03,2
9.57,-47.55,-10.66,-5.52,-6.86,2
20.85,-32.59,-7.27,-3.95,-6.39,2
28.53,-10.54,-18.94,-5.29,-5.22,2
31.36,9.14,-7.91,-2.11,-6.98,2
14.28,22.9,-19.51,-5.72,-5.35,2
-8.52,20.33,-21.08,1.18,-9.3,2
-21.19,8.46,-3.23,-9.3,-5.09,2
-24.59,-5.1,2.98,-8.49,-11.15,2
-18.34,-13.48,21.52,-0.67,-1.31,2
-4.81,-3.54,19.6,-6.52,-16.32,2
8.82,7.28,22.37,1.03,16.82,2
14.36,16.66,14.97,3.36,25.36,2
7.23,14.77,-4.92,-5.28,-58.29,2
-1.88,5.97,2.88,-2.19,20.37,2
-7.97,-2.91,-3.02,-9.5,3.58,2
-6.21,-9.22,8.93,1.44,-23.99,2
5.99,-5.74,19.19,4.56,-9.66,2
21.28,1.72,17.12,-2.08,-7.55,2
34.66,14.36,28.05,4.98,-20.19,2
40.36,22.83,20.15,5.15,-5.73,2
38.62,24.96,14.1,5.26,-5.84,2
30.03,13.99,0.43,4.59,-19.13,2
21.13,3.69,-12.6,2.66,-12.0,2
16.22,-1.62,-6.97,2.45,-4.63,2
19.12,-3.12,-11.05,-11.04,-10.66,2
22.76,7.28,4.7,8.15,-16.16,2
35.43,15.94,13.88,5.38,-12.54,2
50.66,21.23,17.28,-2.2,-11.99,2
52.66,25.2,25.43,11.93,-12.27,2
43.36,21.57,21.65,0.71,-9.83,2
27.13,10.59,28.77,6.92,-11.55,2
15.16,7.68,20.07,-4.08,-13.03,2
9.64,8.61,17.35,-10.3,-9.59,2
16.6,17.64,20.65,5.98,-9.63,2
28.87,33.07,14.0,0.15,-11.88,2
32.28,29.33,15.96,1.6,-10.93,2
28.05,24.5,3.29,1.3,-8.96,2
14.6,17.0,5.0,3.96,-10.37,2
-0.58,7.37,-0.44,4.15,-8.21,2
-7.5,4.7,1.47,1.9,-9.0,2
-3.56,6.98,13.3,4.26,2.91,2
6.92,15.62,18.73,4.17,-19.42,2
8.5,20.98,15.8,2.07,-9.88,2
1.95,25.51,1.69,2.73,7.13,2
-5.6,23.42,-13.23,2.97,-10.38,2
-11.96,23.51,-25.16,2.99,-3.06,2
-22.15,19.59,-21.64,2.27,9.27,2
-26.36,7.52,-9.19,-0.23,20.73,2
-22.35,7.29,11.17,1.23,11.8,2
-31.79,5.64,17.3,3.02,-3.09,2
-43.48,-1.23,13.27,1.03,-10.04,2
-46.0,3.37,8.68,2.15,-9.81,2
-45.71,2.34,-4.2,2.05,-22.59,2
-48.07,3.52,-23.56,-19.31,-26.81,2
-38.78,7.47,-26.28,8.03,-9.71,2
-21.36,5.37,-24.65,-2.61,-5.98,2
-16.71,-1.12,-21.78,1.86,-7.63,2
-16.86,0.32,-4.87,3.45,-7.01,2
-17.13,-3.37,-10.42,0.04,-5.64,2
-17.6,-10.66,-11.26,2.37,-8.14,2
-15.97,-11.73,-24.44,-9.63,-6.96,2
-9.01,-17.83,-27.08,10.57,-4.65,2
4.09,-20.82,-14.0,-3.57,-6.13,2
-2.45,-34.82,-8.52,0.59,-6.68,2
-17.62,-38.97,4.36,3.73,-4.41,2
-28.65,-42.22,-6.86,-1.85,0.33,2
-34.36,-40.3,-10.93,5.45,12.16,2
-39.39,-36.67,-23.84,-0.59,66.39,2
-32.92,-30.0,-28.67,-1.47,75.45,2
-30.28,-24.05,-10.4,3.93,12.99,2
-35.82,-31.67,0.2,1.35,-6.97,2
-41.12,-32.92,15.71,-0.44,-1.81,2
-33.65,-43.92,6.03,0.66,-2.27,2
-21.12,-42.33,-7.2,2.56,-6.92,2
-25.33,-28.36,-26.89,1.43,-3.25,2
-28.97,-15.78,-48.44,0.31,-3.19,2
-28.18,-15.53,-35.42,1.48,-5.39,2
-23.67,-20.37,-17.69,1.74,-0.6,2
-25.91,-26.71,14.05,1.45,0.8,2
-19.38,-35.77,47.93,1.29,-2.49,2
-8.39,-38.53,53.89,0.58,-1.52,2
-2.71,-33.93,34.6,2.42,4.85,2
-2.23,-19.54,0.99,0.67,7.43,2
6.01,-15.13,-30.97,1.97,16.33,2
6.89,-11.75,-48.35,-0.32,23.0,2
-1.84,-11.3,-24.12,3.99,10.28,2
-2.86,-21.02,8.09,-3.25,-3.23,2
-6.24,-27.14,33.46,7.66,-3.24,2
-12.17,-30.53,50.37,-29.14,3.3,2
-22.43,-28.25,37.11,-26.27,3.45,2
-19.66,-23.25,7.26,8.0,-0.83,2
-9.62,-16.6,-24.73,-10.01,-3.95,2
3.62,-8.71,-37.94,7.22,-6.11,2
18.1,-12.49,-31.84,-2.05,-5.52,2
22.83,-14.28,-10.04,2.02,-4.09,2
14.54,-11.81,26.65,2.6,-5.33,2
6.32,-9.81,43.66,-1.67,-3.77,2
6.52,-8.38,45.79,1.79,-9.36,2
13.8,-2.66,34.6,3.02,-17.67,2
19.61,3.83,6.24,0.18,-16.77,2
25.19,0.41,-14.0,0.14,-7.13,2
26.25,-1.8,-21.16,2.31,-4.75,2
20.52,1.0,-15.92,2.31,-3.78,2
21.94,9.75,4.05,0.16,0.12,2
27.36,20.31,20.1,1.08,-0.5,2
31.48,35.13,31.75,1.72,-3.07,2
30.46,44.06,31.39,0.63,-4.23,2
30.39,40.68,16.86,-0.35,-3.14,2
25.93,38.8,0.63,-6.43,-1.65,2
17.91,35.08,-7.65,-3.08,1.34,2
12.53,28.25,-13.23,0.53,0.8,2
10.52,19.88,-5.34,0.5,0.23,2
12.51,19.47,12.39,2.57,0.99,2
21.03,21.89,20.85,-3.43,12.35,2
30.79,19.3,31.69,-6.5,29.71,2
37.88,16.87,28.36,1.51,27.29,2
37.97,11.24,15.46,-0.94,10.21,2
32.94,2.24,5.85,2.61,-1.86,2
26.28,-8.43,-5.56,2.43,-6.42,2
23.09,-10.74,-6.65,-0.04,-4.11,2
25.0,-8.81,-4.7,4.39,-1.85,2
23.5,-2.11,17.49,-2.14,-3.37,2
17.82,7.51,22.12,-10.3,-7.29,2
10.3,15.4,19.91,7.81,-13.39,2
6.07,18.11,21.84,-3.92,-10.29,2
3.33,15.32,-5.37,2.28,-9.78,2
-0.83,14.02,-8.2,2.4,-9.81,2
0.99,16.65,-14.05,1.61,-2.77,2
0.49,23.42,-9.49,1.37,-3.99,2
-2.52,26.4,1.88,3.14,-1.74,2
-4.02,25.9,-5.17,-9.85,4.09,2
1.51,17.36,2.61,-34.8,49.13,2
-0.2,7.05,5.32,-11.75,58.52,2
2.0,2.51,2.61,-7.26,4.35,2
4.32,3.86,5.77,1.08,-15.86,2
-9.83,9.76,11.31,5.98,-0.05,2
-22.46,26.56,7.21,-3.3,3.23,2
-34.01,32.84,3.96,8.39,-7.7,2
-35.67,24.37,-5.78,-15.28,-13.56,2
-39.53,11.43,-26.19,-23.29,-15.26,2
-26.27,-5.85,-28.85,13.34,-8.9,2
-8.95,-19.1,-36.19,-8.38,-1.11,2
-6.22,-26.37,-26.77,3.28,0.24,2
-18.09,-25.0,-18.48,2.54,-5.99,2
-27.88,-26.45,1.71,-0.12,-4.6,2
-28.29,-17.6,15.22,5.38,-1.7,2
-28.1,-10.41,11.73,-11.82,-2.89,2
-10.77,-5.18,7.63,0.68,-4.91,2
9.61,-5.38,-25.43,4.59,-5.12,2
13.8,-16.64,-40.24,-10.37,-5.46,2
-10.09,-24.18,-50.34,1.14,-5.23,2
-37.47,-28.29,-43.46,1.33,-4.11,2
-60.63,-18.17,-13.35,-1.99,-3.35,2
-74.03,-0.25,6.36,-1.09,0.96,2
-58.79,17.68,28.21,1.23,5.99,2
-31.37,25.63,16.11,-0.37,-1.19,2
-11.82,17.87,-5.6,-0.24,-8.24,2
-11.84,-3.2,-29.26,0.51,-7.07,2
-17.5,-25.54,-44.77,2.05,-5.43,2
-24.27,-29.23,-39.31,-0.46,-6.07,2
-31.42,-24.88,-22.76,-13.87,-5.89,2
-22.94,-19.28,3.23,-12.66,-5.82,2
-8.04,-15.77,16.52,-5.08,-6.97,2
-4.03,-12.34,20.28,-5.4,-5.98,2
2.62,-16.87,4.95,-2.52,-4.85,2
11.67,-23.25,-13.37,-3.5,-6.1,2
12.92,-22.65,-29.62,-1.85,-5.02,2
3.96,-22.35,-35.77,-0.21,-5.07,2
1.19,-17.57,-22.24,-2.7,-3.57,2
1.55,-19.02,5.39,-3.06,-4.32,2
-1.22,-15.64,32.24,-2.17,8.19,2
2.15,-10.19,43.9,-1.77,23.89,2
12.1,-6.22,44.71,-1.97,62.19,2
9.87,-3.23,20.12,-1.75,66.62,2
-1.09,-7.15,-0.33,-2.9,12.75,2
-0.35,-14.77,-17.8,-0.18,-13.31,2
2.56,-23.68,-28.33,-1.67,-10.05,2
4.98,-25.28,-14.22,0.68,3.5,2
10.4,-21.78,-5.39,-4.29,-5.17,2
20.29,-13.48,12.7,3.37,-6.04,2
21.79,-7.01,29.36,-27.3,-0.55,2
13.73,-5.95,40.19,-24.02,-5.9,2
7.51,-15.77,40.4,3.14,-6.47,2
7.47,-16.12,21.48,-10.8,0.95,2
10.56,-4.96,7.56,4.67,-3.48,2
25.18,13.82,-12.66,-4.57,-9.34,2
39.5,39.75,-10.78,-2.66,-4.19,2
38.06,45.73,-8.73,-3.94,-2.16,2
24.85,35.43,5.56,-4.72,-7.22,2
14.93,13.78,43.69,-5.03,-6.62,2
7.33,3.68,42.81,-5.9,-4.34,2
6.5,10.7,54.68,-2.34,-5.83,2
11.19,26.32,42.07,-0.92,-5.97,2
16.75,39.36,7.52,-0.6,-4.95,2
11.08,37.74,4.67,-2.03,-6.32,2
3.35,27.7,-24.85,-3.53,-6.3,2
12.11,5.35,-13.67,-2.41,-3.85,2
24.17,-8.4,1.15,0.91,-3.78,2
32.69,-8.63,2.21,-2.19,-6.18,2
32.22,-0.53,27.78,-5.19,-6.27,2
30.36,8.67,13.84,-1.41,-4.95,2
19.04,10.3,14.11,0.41,-3.21,2
17.26,2.04,1.94,-0.02,-4.47,2
25.92,-14.26,-19.94,0.77,-2.47,2
35.53,-25.04,-18.07,0.18,-0.98,2
41.8,-29.87,-31.47,1.85,38.56,2
40.41,-22.53,-18.18,2.17,96.81,2
33.25,-15.66,-1.5,1.21,122.53,2
22.78,-5.83,7.68,1.68,70.09,2
13.09,-1.7,22.39,1.81,-6.24,2
14.22,3.57,18.5,1.41,-9.68,2
7.34,3.76,14.99,2.3,-0.59,2
-4.37,-5.06,3.47,2.54,1.86,2
-21.33,-7.45,-12.48,1.95,-3.75,2
-31.67,-15.21,-18.31,1.79,-2.53,2
-41.13,-12.65,-27.82,1.32,-1.07,2
-42.75,-14.01,-25.41,1.52,-2.09,2
-31.14,-8.68,-18.54,1.86,1.55,2
-24.83,-4.41,-5.57,1.91,1.61,2
-16.48,-1.3,7.82,1.9,-2.0,2
-18.15,4.38,12.26,2.41,-0.52,2
-15.76,1.83,3.06,2.84,3.11,2
-23.96,9.63,-21.27,2.36,-0.12,2
-26.65,5.99,-35.65,1.53,-1.03,2
-20.93,7.19,-40.0,1.67,-1.06,2
-11.94,8.23,-39.66,1.9,6.06,2
-0.4,13.49,-22.61,1.55,24.14,2
9.78,26.48,-5.93,1.39,31.57,2
12.16,25.62,5.3,1.62,34.79,2
-2.76,24.25,12.38,1.29,16.95,2
-16.86,17.68,1.33,1.28,25.96,2
-32.29,15.85,-15.86,1.57,42.83,2
-45.8,9.9,-28.61,1.53,28.39,2
-46.78,-3.34,-40.28,1.06,-7.86,2
-41.28,-13.33,-35.42,0.8,-7.24,2
-31.22,-21.19,-27.83,1.28,2.76,2
-20.43,-19.14,-7.34,2.15,14.32,2
-18.55,-17.6,2.2,1.79,24.6,2
-14.72,-17.05,1.27,1.76,22.11,2
-8.3,-19.23,-13.55,1.51,1.62,2
1.31,-18.32,-44.63,1.89,-7.93,2
9.05,-13.74,-47.37,1.53,-0.77,2
11.73,-14.37,-47.36,1.59,-1.73,2
13.72,-17.94,-34.88,1.78,-7.02,2
13.51,-18.78,-5.59,1.51,-5.05,2
11.85,-13.15,14.53,1.58,-0.91,2
11.75,-7.98,32.79,2.2,-6.14,2
15.54,3.57,8.44,2.01,-5.12,2
17.1,18.93,-4.6,1.77,-5.08,2
13.71,32.42,-18.06,1.7,11.83,2
5.65,41.02,-37.99,1.71,72.76,2
1.22,42.97,-17.11,1.7,53.3,2
-0.49,37.29,-4.66,1.45,-6.39,2
-0.12,27.39,12.97,1.71,-12.85,2
1.81,21.88,28.22,1.58,1.46,2
-3.71,20.02,24.11,1.57,-3.28,2
-11.27,24.95,20.08,1.4,-7.38,2
-15.47,33.06,-9.12,1.71,-0.29,2
-2.76,40.5,-21.81,1.42,-5.66,2
19.95,39.51,-32.06,1.13,-8.71,2
43.73,24.65,-17.43,1.1,-0.8,2
57.27,8.23,10.1,1.15,-12.97,2
52.92,-7.2,26.35,1.52,-21.74,2
49.65,-8.53,35.91,1.48,-5.87,2
45.92,0.62,37.1,1.73,-1.87,2
48.86,17.45,28.36,2.74,-5.31,2
53.83,37.24,11.35,29.62,-5.38,2
59.87,41.63,6.31,15.14,-2.16,2
63.39,40.06,19.07,-13.5,-3.37,2
62.13,30.92,22.33,7.73,-5.12,2
53.4,21.14,43.52,2.12,-5.01,2
32.65,19.6,35.68,0.18,-5.19,2
12.32,22.1,18.62,7.34,-5.73,2
3.82,29.63,23.18,-1.45,-4.18,2
9.31,37.29,5.5,1.79,-9.29,2
15.36,52.45,17.28,7.07,-9.86,2
14.38,55.87,19.44,29.31,-6.21,2
4.51,42.85,11.25,18.78,-6.05,2
-0.83,23.06,36.67,-3.65,-5.43,2
2.41,1.63,6.87,-3.8,-6.12,2
