AI1-02 [m/s²],AI1-05 [m/s²],AI1-08 [m/s²],AI1-11 [m/s²],AI1-14 [m/s²],label
-85.41,16.74,56.07,-20.56,-2.42,4
-89.92,10.16,42.68,-2.3,-5.59,4
-101.85,4.48,11.81,-19.07,-6.85,4
-110.98,14.45,-35.15,-14.7,-6.41,4
-110.16,13.6,-64.82,-12.2,-4.83,4
-120.79,21.03,-54.45,-20.83,-4.6,4
-134.55,3.05,-10.97,-13.99,-7.35,4
-123.09,-14.98,21.35,-16.66,-10.79,4
-115.74,-26.58,48.81,-22.87,-12.11,4
-102.15,-52.56,31.07,-18.64,-10.9,4
-78.43,-58.3,-8.82,-16.47,-10.03,4
-38.58,-66.81,-35.48,-15.77,-11.12,4
-6.96,-62.75,-42.88,-18.51,-12.57,4
17.8,-54.52,9.96,-15.6,-13.21,4
38.64,-53.28,36.44,-15.35,-12.27,4
50.57,-53.51,66.58,-14.09,-10.99,4
44.63,-52.16,71.45,-5.37,-10.72,4
12.49,-34.26,49.15,-4.13,-11.96,4
-32.17,-42.07,55.97,3.04,-14.51,4
-60.1,-48.46,18.19,-3.66,-14.45,4
-75.54,-62.08,11.41,1.13,-11.75,4
-68.17,-82.21,3.18,0.67,-9.82,4
-45.78,-75.36,-8.81,-0.26,-9.73,4
-28.94,-70.56,18.36,2.11,-12.12,4
-33.27,-68.83,5.7,0.98,-14.77,4
-37.38,-78.04,22.35,0.58,-13.14,4
-38.84,-73.6,26.56,2.71,-9.62,4
-53.68,-81.7,12.01,0.94,-4.9,4
-57.75,-76.64,10.72,1.34,-4.68,4
-45.72,-54.52,-14.59,2.55,-8.23,4
-24.23,-46.18,-5.13,1.97,-12.04,4
0.77,-23.23,-16.3,1.78,-12.93,4
33.08,-21.64,-17.18,2.17,-8.08,4
43.53,-18.15,30.17,1.69,-2.37,4
48.61,-23.17,60.76,1.86,0.07,4
55.5,-21.14,82.67,1.75,-4.3,4
64.91,3.17,87.26,1.62,-9.01,4
76.24,21.39,41.15,1.26,-7.85,4
70.7,48.53,0.73,1.24,-2.7,4
54.91,61.61,-6.43,1.35,1.13,4
31.97,75.51,-12.33,1.02,1.25,4
15.0,73.09,-0.56,1.16,-3.08,4
7.71,69.91,23.94,0.73,-5.57,4
8.87,74.87,31.99,0.47,-3.22,4
2.5,68.8,15.83,0.61,1.36,4
-12.14,84.37,-3.87,0.2,3.9,4
-14.29,94.26,-41.36,0.39,3.15,4
-7.49,91.19,-69.79,1.18,-0.58,4
-2.65,82.99,-84.9,0.93,-5.11,4
12.94,54.88,-66.42,0.61,-4.88,4
35.58,24.46,5.37,1.06,-3.32,4
54.05,-7.2,37.17,1.25,4.28,4
61.09,-24.41,68.7,1.56,4.95,4
65.57,-21.59,48.12,1.98,9.65,4
64.42,-7.61,17.16,2.07,6.72,4
87.02,10.19,4.02,1.92,123.47,4
124.33,19.3,-52.01,2.1,254.5,4
153.5,9.1,-52.59,1.59,251.5,4
149.12,-3.13,-48.66,1.49,141.04,4
117.9,-9.55,-24.17,1.57,12.48,4
78.61,-7.22,17.11,1.03,-19.18,4
45.79,12.21,7.77,0.7,-4.88,4
23.6,28.09,28.17,0.99,29.87,4
12.86,32.87,-34.82,0.98,12.54,4
9.44,29.95,-55.12,0.83,2.93,4
9.16,32.98,-50.15,1.48,6.79,4
4.82,35.9,-81.55,1.79,-1.79,4
9.1,40.66,-18.33,1.62,-1.44,4
7.18,35.61,-8.83,2.08,12.12,4
-7.76,20.08,22.89,1.67,4.12,4
-27.58,9.6,43.03,1.37,-9.67,4
-38.47,4.27,7.55,1.72,-9.6,4
-30.84,-1.29,4.66,1.68,-6.96,4
-11.84,6.27,-43.47,1.38,-9.53,4
3.55,28.95,-47.41,1.14,-9.23,4
4.54,35.91,-25.47,0.85,-8.14,4
10.92,36.94,-11.85,0.9,-8.34,4
22.53,27.04,34.02,1.26,-8.11,4
31.54,8.17,38.03,1.06,-11.31,4
21.16,-20.19,48.19,0.97,-14.13,4
10.63,-41.49,10.29,0.83,-12.3,4
-18.51,-50.06,-42.66,0.63,-10.44,4
-64.22,-42.09,-64.78,0.52,-10.85,4
-90.73,-12.09,-82.62,0.5,-15.14,4
-96.12,7.13,-52.63,0.42,-16.62,4
-88.86,2.34,-8.43,0.33,-15.79,4
-77.14,-22.72,12.9,0.28,-16.26,4
-67.92,-45.94,40.15,0.15,-16.1,4
-65.66,-57.55,36.55,0.0,-15.48,4
-86.48,-49.64,3.96,0.32,-14.85,4
-108.15,-34.97,-3.27,0.73,-15.8,4
-105.82,-29.93,-36.13,0.58,-16.91,4
-85.59,-37.98,-27.14,0.65,-16.17,4
-64.43,-62.74,-13.95,0.62,-13.89,4
-41.11,-87.39,3.23,0.67,-13.15,4
-10.27,-108.13,58.18,0.89,-14.87,4
10.13,-109.23,28.06,1.15,-16.35,4
22.15,-94.62,37.11,1.22,-15.75,4
24.05,-79.1,17.53,1.29,-13.09,4
13.78,-60.27,-37.37,1.26,-10.64,4
-23.85,-56.72,-12.63,1.1,-10.33,4
-59.85,-64.78,-49.11,1.11,-13.66,4
-87.78,-77.17,-15.68,1.2,-18.08,4
-96.66,-69.79,1.89,1.12,-16.13,4
-83.18,-45.11,5.9,1.22,-9.15,4
-70.98,-20.09,57.93,1.23,-4.74,4
-67.13,-6.23,13.89,1.27,-5.98,4
-72.61,-12.27,46.43,1.37,-8.62,4
-81.43,-20.39,27.36,1.55,-12.09,4
-73.25,-22.69,-3.26,1.29,-11.13,4
-47.7,-18.06,7.98,1.23,-5.35,4
-12.12,-6.05,-40.12,1.27,-2.2,4
12.85,11.66,-3.39,1.08,-6.13,4
26.47,12.53,-1.44,1.46,-9.09,4
25.02,11.03,21.71,0.76,-7.93,4
10.98,1.39,54.99,1.56,-7.35,4
11.31,-4.45,25.98,0.84,-6.16,4
20.38,-1.25,39.38,1.59,-3.79,4
19.23,4.78,-12.7,0.35,-2.98,4
7.66,9.93,-22.27,0.67,-5.61,4
17.16,-14.94,-22.63,1.6,-8.79,4
18.18,-42.37,-38.18,-12.7,-5.74,4
8.16,-58.04,8.26,19.52,-4.47,4
-8.15,-46.21,22.94,-40.52,1.86,4
-17.98,-13.36,58.43,6.83,15.11,4
-4.41,22.86,48.53,7.56,78.44,4
9.03,44.73,28.28,-18.28,44.47,4
25.77,35.14,9.47,14.65,-3.82,4
41.48,31.17,-43.81,-5.3,3.71,4
47.75,25.8,-20.69,-2.08,-0.61,4
44.67,30.39,-21.2,5.53,-1.56,4
59.17,38.93,5.92,-3.07,-0.2,4
66.29,49.22,39.87,-0.23,7.38,4
62.0,56.7,21.01,1.54,-4.18,4
52.8,44.15,17.35,-0.27,0.89,4
69.88,43.93,-31.45,-1.29,5.85,4
91.18,38.77,-37.91,0.57,-2.87,4
111.09,55.36,-34.97,1.75,2.96,4
124.7,69.68,-29.85,-0.99,4.6,4
110.94,76.72,6.28,0.57,26.63,4
88.75,78.56,3.22,1.67,133.88,4
88.37,64.48,17.46,-0.35,146.41,4
111.22,77.1,-3.16,1.13,19.75,4
126.33,96.27,-13.99,0.74,-17.4,4
131.22,119.7,-16.97,0.3,7.78,4
111.9,118.95,-32.14,1.53,10.93,4
78.64,111.23,-9.67,0.55,2.56,4
38.67,91.26,0.83,0.61,4.45,4
18.77,70.18,17.8,1.33,5.14,4
23.91,67.03,18.97,1.07,-4.33,4
30.16,58.57,1.51,0.79,4.3,4
28.94,60.52,-6.09,0.88,10.08,4
33.66,67.25,-28.23,1.01,2.37,4
33.48,65.46,-43.52,0.79,0.56,4
23.8,51.39,-46.81,1.06,3.78,4
14.56,29.05,-49.35,1.37,-0.02,4
18.41,10.44,-34.29,1.08,-2.29,4
30.48,14.82,-6.41,0.97,0.62,4
35.56,27.74,12.04,1.04,0.21,4
41.7,24.46,30.97,1.05,-2.04,4
53.49,8.05,26.82,0.76,-2.75,4
62.24,-16.01,11.47,1.49,-3.19,4
61.28,-39.43,-13.28,1.42,-3.81,4
68.24,-31.65,-48.68,1.37,-4.42,4
49.34,-5.59,-31.52,1.45,-4.63,4
7.09,15.3,-27.29,2.35,-5.44,4
-23.75,30.64,0.67,0.77,-6.16,4
-35.88,38.87,24.22,2.59,-6.93,4
-42.5,29.86,24.39,-0.3,-7.57,4
-41.6,18.09,35.02,9.95,-6.85,4
-33.26,17.83,11.01,37.85,-7.67,4
-38.69,14.35,7.38,-3.83,-8.61,4
-62.58,15.49,-8.23,-10.01,-7.93,4
-75.91,17.77,-25.49,12.08,-8.1,4
-81.82,12.56,-12.13,-4.45,-8.68,4
-98.09,2.03,-16.49,3.16,-9.59,4
-112.53,-11.28,9.17,5.38,-10.73,4
-116.31,-17.48,45.28,-6.64,-11.23,4
-104.4,-24.67,45.25,5.25,-9.74,4
-86.37,-28.3,50.25,4.16,-8.68,4
-70.45,-27.46,18.27,-0.49,-10.05,4
-54.15,-33.57,-10.51,-2.36,-10.64,4
-42.77,-50.43,-12.83,5.1,-10.5,4
-44.31,-71.62,-40.91,-0.67,-12.53,4
-42.84,-82.76,-15.09,5.75,-17.96,4
-41.81,-78.83,11.83,53.53,-26.89,4
-38.97,-63.69,40.42,30.25,-40.72,4
-37.84,-43.69,82.2,-13.71,-45.18,4
-33.81,-39.17,57.68,-10.38,-20.58,4
-36.98,-56.21,42.06,14.86,-12.24,4
-49.83,-74.77,-4.46,-11.3,-11.01,4
-58.61,-90.37,-32.57,9.67,-7.36,4
-58.37,-88.46,-19.91,0.46,-6.45,4
-41.59,-75.04,-13.43,-9.32,-9.26,4
-18.1,-51.41,36.96,11.57,-11.35,4
-7.31,-37.12,51.55,2.71,-9.97,4
-21.66,-43.82,65.0,-4.47,-9.61,4
-48.64,-44.89,48.04,1.83,-8.55,4
-73.5,-48.14,15.9,2.84,-7.16,4
-76.27,-45.05,12.41,4.39,-8.37,4
-52.32,-40.99,-22.44,2.55,-10.19,4
-13.01,-28.22,-11.62,-1.93,-10.6,4
5.33,-17.73,-11.63,3.66,-10.57,4
-2.56,-18.12,8.92,4.63,-10.01,4
-32.52,-13.54,38.79,1.35,-9.92,4
-60.16,-8.72,40.18,-0.46,-10.39,4
-63.54,-8.5,53.37,1.61,-11.09,4
-37.94,-6.3,19.62,-1.25,-11.67,4
9.97,-6.78,5.17,-0.48,-10.17,4
62.63,-18.77,-18.74,-2.34,-8.64,4
96.37,-26.13,-28.15,19.22,-7.55,4
100.55,-20.18,-10.15,24.74,-6.8,4
91.36,-10.59,-4.0,-8.25,-8.4,4
63.68,4.66,28.17,-1.89,-7.98,4
39.36,20.28,17.88,6.3,-7.18,4
41.92,30.52,-0.07,-0.81,-6.85,4
66.44,34.7,-12.15,6.01,-11.11,4
90.79,34.68,-25.0,1.87,-10.73,4
102.08,43.71,-6.18,-0.99,-12.44,4
95.41,55.85,-7.54,6.64,6.81,4
58.19,71.3,5.92,3.41,46.25,4
18.96,82.27,7.27,1.82,30.97,4
-9.29,69.83,-12.62,1.95,28.27,4
-7.87,46.58,-3.77,4.9,18.31,4
4.92,22.46,-14.23,5.04,19.8,4
23.31,20.13,-5.05,0.89,14.74,4
34.12,30.64,8.95,3.52,-2.77,4
32.18,45.35,1.5,3.61,-11.01,4
24.13,53.76,12.6,2.45,0.36,4
21.0,47.84,-16.56,1.54,-0.74,4
24.42,24.28,-37.87,1.91,-11.63,4
30.96,-1.2,-54.84,3.55,-7.29,4
45.34,-1.09,-78.81,3.07,-5.85,4
47.52,7.12,-45.05,2.12,-8.42,4
41.69,23.71,-29.95,3.25,-5.83,4
26.74,41.89,1.55,2.84,-5.65,4
42.76,58.78,32.95,2.67,-8.75,4
77.48,58.44,16.24,3.24,-6.25,4
112.07,40.79,13.0,1.18,-2.46,4
129.98,21.01,-28.84,2.42,-3.99,4
115.1,0.48,-47.46,2.07,-5.88,4
77.92,-11.48,-52.77,2.8,-4.63,4
38.95,-1.79,-53.76,2.52,-4.61,4
28.49,31.95,-26.62,1.6,-5.25,4
16.77,64.65,-19.52,1.04,-4.59,4
6.48,92.06,9.27,0.86,-4.24,4
-15.82,97.73,-2.69,1.49,-4.52,4
-38.4,74.0,-5.12,1.39,-10.96,4
-60.42,30.84,1.86,1.53,-18.97,4
-64.62,-6.03,-18.44,0.23,-16.47,4
-61.43,-25.42,-1.78,-0.56,-1.59,4
-72.06,-23.33,-24.64,0.72,-2.92,4
-73.56,-9.96,-21.08,0.63,-6.72,4
-74.05,0.85,-17.74,0.59,-4.77,4
-68.22,7.66,-20.65,0.07,-6.83,4
-61.22,6.7,0.1,-0.06,-9.87,4
-32.98,-3.14,-8.33,0.81,-5.42,4
-16.93,-10.35,13.79,0.39,-5.89,4
-7.66,-30.23,3.86,-0.65,-8.12,4
-4.58,-43.91,5.38,1.32,-7.1,4
-7.87,-43.02,6.94,0.0,-8.33,4
-17.77,-29.39,-19.61,1.54,-10.9,4
-40.03,-7.47,-7.03,-2.16,-10.41,4
-57.45,0.88,-17.62,2.54,-8.72,4
-68.28,-14.38,-2.95,-30.61,-8.69,4
-72.36,-44.45,9.69,9.73,-9.82,4
-65.64,-79.01,31.17,-7.05,-11.53,4
-55.18,-110.2,32.74,-47.88,-12.96,4
-53.37,-117.83,24.06,-1.8,-12.56,4
-64.86,-110.09,6.43,-20.7,-10.93,4
-72.27,-86.11,-31.38,-21.59,-10.82,4
-82.08,-58.59,-24.02,-9.17,-12.21,4
-89.45,-43.21,-39.49,-30.79,-12.7,4
-92.88,-51.79,-3.54,-27.75,-12.67,4
-82.63,-76.7,17.1,-16.32,-11.68,4
-75.07,-87.37,28.33,-25.56,-10.96,4
-47.22,-101.02,71.49,-29.06,-11.41,4
-23.2,-89.44,41.34,-23.54,-12.19,4
-19.61,-61.56,54.68,-23.59,-12.91,4
-30.69,-49.43,18.96,-27.77,-12.31,4
-58.7,-46.68,1.39,-28.46,-10.87,4
-75.42,-50.94,2.65,-24.06,-10.39,4
-74.13,-47.26,-25.5,-24.66,-11.03,4
-55.92,-34.52,11.22,-27.0,-10.85,4
-44.26,-11.23,19.75,-26.5,-10.43,4
-39.69,8.14,57.07,-24.63,-9.18,4
-31.69,21.63,71.44,-21.43,-7.37,4
-23.65,16.9,47.13,-21.46,-7.85,4
-19.94,3.35,30.8,-23.85,-7.66,4
-14.05,-0.64,-9.35,-21.59,-9.09,4
-18.64,-8.49,-18.86,-23.9,-4.45,4
-30.47,-12.97,-18.24,-17.17,-7.91,4
-35.16,-13.7,14.19,-30.26,96.84,4
-28.34,-36.55,25.16,11.58,67.95,4
-6.03,-50.12,33.7,-3.58,-17.37,4
19.87,-48.68,48.46,-41.51,-33.19,4
52.7,-45.03,8.27,-8.88,-19.7,4
82.1,-19.58,-3.86,-19.88,-8.8,4
83.46,6.63,-40.79,-18.95,-24.9,4
65.49,6.3,-34.46,-11.41,5.99,4
32.04,-5.8,-15.2,-9.71,29.88,4
21.97,-2.96,18.72,2.17,33.39,4
32.2,8.06,76.73,5.23,12.03,4
81.78,41.6,50.47,0.87,-5.14,4
115.67,74.38,31.77,-0.81,-6.73,4
109.82,77.48,1.01,1.87,-1.62,4
81.81,72.46,-36.8,4.26,24.9,4
43.18,36.29,-32.81,0.06,71.67,4
-3.09,0.39,-41.81,-1.02,93.09,4
-29.94,-1.95,-4.97,2.14,29.24,4
-6.88,19.75,1.87,1.07,-16.33,4
38.88,56.98,8.79,-0.07,-3.31,4
75.57,92.78,0.64,-0.69,7.48,4
92.76,103.39,-22.45,0.37,2.14,4
81.1,83.35,-28.27,2.66,-0.3,4
59.81,66.45,-20.37,1.16,5.65,4
45.23,30.95,-2.82,-0.88,1.08,4
57.16,21.08,-5.86,0.64,1.18,4
72.75,32.17,10.71,1.33,-13.46,4
87.79,47.59,-7.27,-0.46,65.25,4
79.0,85.2,-21.23,0.78,62.11,4
80.25,87.77,3.01,1.66,-5.02,4
88.49,79.23,-18.15,0.11,-22.92,4
78.47,58.0,-10.57,0.06,1.86,4
54.09,45.03,-5.77,1.36,12.28,4
22.83,35.56,-26.93,1.26,-13.33,4
16.73,67.99,-27.81,0.85,-2.37,4
11.79,90.99,-30.94,0.41,2.09,4
19.13,80.34,-7.35,0.2,-11.66,4
30.88,84.03,4.78,0.72,-2.47,4
23.67,64.2,18.31,0.93,5.34,4
-3.77,36.88,19.25,-0.23,-9.09,4
-15.54,17.88,-2.96,0.42,-13.47,4
-11.66,-11.34,-23.76,0.68,-5.23,4
2.84,-28.89,-43.07,0.73,-6.11,4
17.2,-22.33,-70.13,0.68,-9.69,4
24.65,-26.24,-65.7,1.05,-5.99,4
30.2,-15.11,-46.42,1.47,-7.63,4
36.08,-11.29,-6.95,0.62,-10.59,4
24.32,-25.63,18.62,0.94,-7.84,4
-6.79,-45.76,3.92,1.04,-6.79,4
-15.35,-64.33,2.05,0.98,-8.58,4
-13.55,-68.73,-22.96,0.72,-7.21,4
0.45,-51.67,-13.03,1.13,-7.45,4
8.45,-18.92,3.37,0.96,-9.58,4
-0.34,-4.82,14.33,0.93,-8.61,4
-22.33,9.7,28.45,0.56,-4.93,4
-49.9,4.59,-6.47,0.95,-3.57,4
-74.87,-4.62,-8.24,0.76,-5.14,4
-90.95,-10.28,-39.61,1.67,-7.18,4
-104.38,-15.15,-39.71,-0.18,-9.34,4
-99.6,-5.79,-6.05,2.35,-8.82,4
-75.4,-2.76,32.43,-1.62,-7.53,4
-62.75,-0.7,69.75,4.6,-7.51,4
-67.72,-20.18,28.13,-4.1,-10.96,4
-66.92,-32.54,-2.67,9.43,-14.61,4
-71.98,-41.83,-41.24,-19.75,-16.9,4
-95.65,-43.0,-51.05,-11.41,-15.17,4
-104.03,-27.55,14.11,25.39,-12.63,4
-95.96,-26.82,36.77,-27.78,-12.76,4
-100.03,-45.07,72.38,11.43,-14.53,4
-95.01,-66.15,39.29,2.35,-16.69,4
-54.66,-82.34,-24.9,-4.04,-16.16,4
-13.93,-89.82,-72.19,10.0,-12.21,4
6.81,-85.61,-94.02,-6.28,-7.96,4
6.22,-62.84,-4.98,-2.3,-8.54,4
-19.37,-43.04,54.31,8.07,-13.07,4
-51.37,-59.79,140.64,0.37,-15.1,4
-74.1,-73.95,170.61,-3.29,-13.22,4
-69.03,-100.21,113.18,1.21,-9.97,4
-44.6,-119.06,43.09,4.15,-8.63,4
-19.74,-115.54,-92.19,-0.27,-7.35,4
-18.21,-104.53,-134.43,-1.04,-11.91,4
-36.45,-56.29,-117.35,2.07,-14.34,4
-31.54,-25.44,-67.24,1.16,-18.11,4
-36.48,-5.92,63.94,1.98,-9.89,4
-21.24,-10.48,99.89,0.68,-13.66,4
3.01,-23.47,123.78,0.32,-0.95,4
12.07,-21.04,87.39,3.05,-20.77,4
21.03,-27.47,17.69,1.45,38.83,4
24.49,-7.65,-9.7,0.82,145.24,4
45.85,-6.8,-65.71,2.11,100.58,4
71.07,6.48,-46.32,2.08,48.35,4
85.33,20.94,-26.14,1.23,-10.35,4
65.91,33.9,15.98,1.68,-3.78,4
22.95,52.14,72.51,2.17,-1.57,4
-20.8,44.6,85.26,1.75,-12.26,4
-47.63,38.72,113.0,2.22,6.36,4
-43.69,15.2,77.42,1.6,-9.73,4
-15.94,-4.03,20.95,0.76,2.64,4
2.48,10.31,-61.02,1.71,-20.3,4
17.7,31.43,-130.89,1.96,71.76,4
19.18,59.33,-118.92,1.93,180.85,4
18.0,72.36,-56.43,1.52,14.39,4
26.0,69.95,57.69,1.58,-7.77,4
52.87,39.69,108.62,2.73,-21.44,4
85.13,22.26,109.22,1.26,19.59,4
87.37,11.42,51.56,1.34,-6.13,4
86.74,18.4,-50.78,3.01,21.38,4
86.2,35.43,-96.84,2.16,123.36,4
91.82,37.69,-136.7,1.44,64.88,4
102.1,60.43,-87.59,1.91,-27.29,4
120.25,56.17,-4.2,2.58,-28.4,4
127.27,63.47,45.9,2.26,19.24,4
116.06,45.99,102.98,1.59,-6.39,4
91.33,34.42,78.98,1.54,-14.86,4
68.36,30.38,37.89,0.83,10.42,4
56.13,19.7,-2.41,0.4,-11.29,4
47.12,29.21,-41.24,0.46,-30.04,4
66.04,26.81,-38.1,0.48,-12.31,4
83.42,46.37,-43.02,0.43,-9.58,4
88.28,47.68,-23.51,1.48,-18.33,4
73.94,61.14,-5.83,0.81,-13.09,4
51.42,63.06,-5.22,1.91,-9.43,4
36.8,68.16,-12.16,0.06,-15.84,4
29.74,86.48,-43.91,3.16,-14.43,4
30.44,90.49,-50.8,0.88,-9.39,4
36.93,95.0,-42.86,4.28,-12.3,4
28.93,62.17,-28.48,-2.74,-13.36,4
5.18,41.01,11.37,-25.0,-9.39,4
-10.41,22.84,18.81,23.98,-12.15,4
-30.73,16.72,29.12,-10.25,-15.61,4
-48.2,27.03,3.57,-3.54,-12.8,4
-45.74,29.77,-41.34,10.17,-14.22,4
-27.21,1.81,-68.76,-2.98,-16.26,4
-28.02,-36.43,-95.64,5.1,-14.23,4
-19.42,-54.57,-88.61,-1.38,-14.41,4
-19.37,-74.4,-57.1,-2.58,-13.38,4
-28.58,-75.37,-9.68,5.43,-8.63,4
-33.65,-62.22,44.75,0.89,-5.33,4
-15.06,-34.71,61.37,-3.84,-7.36,4
17.23,-2.33,50.63,-2.15,-9.45,4
23.19,30.59,1.23,2.81,-6.63,4
14.93,40.7,-62.29,0.09,-5.74,4
1.29,15.92,-76.01,-4.58,-2.88,4
-22.01,-4.14,-40.17,-0.43,-4.12,4
-55.96,-10.37,29.66,1.66,-3.71,4
-79.03,-2.55,73.46,-1.5,-7.66,4
-90.58,-7.11,67.93,-1.65,-6.34,4
-111.29,12.04,5.64,-1.49,-12.91,4
-133.55,12.05,-66.33,2.15,11.16,4
-140.04,-9.24,-71.87,1.71,59.42,4
-131.48,-27.36,-47.95,1.36,5.44,4
-126.86,-45.14,6.05,-1.86,-8.86,4
-112.17,-46.01,67.72,5.58,-5.36,4
-93.56,-52.8,64.9,-5.91,-1.12,4
-77.87,-40.99,59.87,47.47,-2.81,4
-50.21,-43.32,20.37,58.65,0.78,4
-0.08,-41.92,-23.11,10.13,-1.24,4
46.2,-39.96,-9.77,-19.42,-10.23,4
68.28,-54.04,-25.03,7.78,0.48,4
59.9,-60.92,-2.15,5.37,2.74,4
26.64,-67.48,16.9,-6.18,-1.06,4
-15.15,-51.98,0.43,13.55,-1.75,4
-43.73,-37.62,17.52,-10.27,-7.4,4
-37.34,-30.16,-4.56,18.72,-9.47,4
-12.99,-33.41,5.55,22.27,-4.58,4
-0.53,-36.54,9.29,-5.95,-2.26,4
-10.96,-42.38,23.19,-5.51,-2.17,4
-14.48,-41.94,72.9,6.54,-5.59,4
-27.01,-18.28,54.32,3.41,-9.94,4
-56.73,-15.12,52.21,1.02,-8.45,4
-67.1,-6.88,11.52,0.1,-4.44,4
-53.53,-7.33,-28.08,1.77,-0.11,4
-42.35,-13.03,-32.95,4.56,1.71,4
-35.57,-6.89,-27.22,-0.99,-2.29,4
-10.51,-2.99,38.32,-1.09,-5.8,4
13.3,10.61,74.84,-4.94,-3.62,4
18.79,11.2,93.64,2.11,-1.47,4
24.54,20.91,59.29,3.96,0.52,4
38.14,12.72,6.16,-2.14,1.35,4
55.06,23.26,-31.37,2.77,-2.15,4
51.48,43.78,-58.12,1.82,-3.76,4
47.38,35.57,-13.33,2.66,-3.79,4
39.01,34.91,8.5,1.38,-2.76,4
26.21,20.09,28.2,1.11,-1.04,4
20.81,8.39,42.22,3.14,0.07,4
30.73,2.18,2.69,3.23,-0.74,4
50.54,13.06,-33.43,1.83,-2.34,4
57.23,13.69,-74.85,1.6,-2.9,4
50.96,15.4,-76.0,10.85,-0.37,4
29.1,24.92,-37.93,6.36,2.61,4
10.82,26.71,14.63,-3.0,1.96,4
1.88,35.17,76.17,2.97,0.3,4
20.5,29.31,92.7,1.09,-0.72,4
41.56,37.34,80.59,-5.14,-0.58,4
62.09,48.34,28.11,-3.66,0.15,4
73.17,46.8,-50.06,0.46,1.14,4
70.77,50.32,-64.07,9.6,0.93,4
54.82,42.46,-60.63,2.88,0.45,4
25.11,37.52,-4.68,10.75,0.99,4
15.68,34.4,51.29,5.1,1.46,4
25.21,47.94,40.97,-1.47,1.08,4
52.1,53.85,25.11,12.14,1.16,4
65.24,46.35,-49.09,12.89,0.22,4
76.55,44.57,-84.81,1.51,-1.09,4
79.27,39.83,-80.58,3.24,-0.46,4
88.29,60.13,-65.46,12.39,0.91,4
91.85,60.03,14.78,2.49,2.53,4
80.74,66.99,51.92,7.44,2.4,4
63.41,71.41,78.5,4.76,0.52,4
43.16,72.64,58.16,3.92,-0.6,4
14.9,73.51,26.76,6.19,-0.6,4
-11.34,68.92,-19.38,4.45,1.15,4
-9.64,72.15,-76.81,4.64,1.39,4
-8.47,49.18,-81.33,3.63,-0.17,4
-17.72,27.21,-92.65,5.9,-1.42,4
-31.12,2.88,-45.02,5.71,-0.19,4
-34.58,-15.06,1.81,4.46,0.89,4
-28.75,-23.8,34.51,6.32,1.21,4
-12.58,-19.91,61.37,5.71,0.97,4
-8.32,-22.51,22.86,4.93,0.12,4
3.22,-43.25,0.25,6.2,-1.95,4
10.1,-69.05,-28.49,25.39,-2.67,4
5.66,-91.22,-31.29,9.44,-1.69,4
2.89,-105.49,-34.05,-15.57,-1.29,4
16.28,-87.28,-60.27,6.09,-2.59,4
20.14,-48.87,-53.0,1.13,-3.93,4
-5.4,-25.96,-60.38,1.08,-4.13,4
-38.82,-10.84,-17.55,4.18,-3.9,4
-83.32,-6.49,21.77,-6.35,-2.73,4
-115.9,0.09,54.3,7.74,-1.99,4
-121.45,2.04,87.19,-9.82,-2.74,4
-93.64,5.57,57.93,-9.37,-5.68,4
-76.95,18.5,16.53,-7.72,-7.85,4
-81.67,24.05,-42.3,-18.64,-8.42,4
-99.67,26.07,-77.33,5.31,-7.13,4
-133.58,7.6,-57.73,-7.48,-6.16,4
-155.55,-13.37,-31.18,-3.66,-7.42,4
-153.04,-29.61,21.32,7.35,-9.44,4
-123.79,-40.47,39.16,-6.46,-12.46,4
-92.16,-57.27,43.27,-2.78,-13.14,4
-59.06,-60.9,17.22,4.43,-10.01,4
-17.34,-60.38,-18.8,-5.49,-8.5,4
25.06,-55.49,-21.32,-4.9,-10.12,4
38.76,-37.7,-13.78,1.64,-11.89,4
32.75,-50.5,16.16,3.71,-12.18,4
29.34,-53.54,51.48,-16.38,-11.95,4
8.72,-51.83,59.52,-18.16,-11.48,4
-18.76,-44.71,79.08,6.41,-11.91,4
-34.39,-48.5,48.84,-3.11,-12.69,4
-29.72,-59.28,24.51,3.1,-13.03,4
-42.2,-56.02,9.7,-0.8,-11.64,4
-61.84,-74.77,-13.17,2.3,-10.67,4
-66.51,-79.18,8.69,3.57,-11.41,4
-58.35,-80.18,4.9,-0.37,-13.05,4
-46.27,-83.58,22.48,1.21,-14.05,4
-36.47,-83.13,31.54,1.89,-13.12,4
-32.67,-79.33,12.16,1.08,-10.64,4
-43.46,-67.43,17.45,0.87,-7.78,4
-43.21,-57.32,-6.47,1.22,-8.61,4
-30.38,-35.13,-11.37,2.6,-12.89,4
-7.64,-28.84,-10.7,1.0,-15.23,4
11.58,-16.66,-15.96,1.29,-13.03,4
29.81,-22.35,9.12,2.84,-8.29,4
31.74,-26.69,15.98,1.52,-5.42,4
38.44,-15.79,55.77,1.7,-6.36,4
60.79,-11.24,83.96,0.84,-10.4,4
74.16,14.59,57.34,0.37,-12.63,4
79.68,41.12,51.06,2.17,-8.3,4
64.81,63.42,28.58,1.64,-3.67,4
50.97,71.32,16.32,-0.01,-2.55,4
30.01,84.08,8.97,0.93,-5.44,4
12.68,85.38,-2.74,2.08,-7.75,4
7.29,71.58,7.27,1.25,-7.16,4
-0.62,78.36,-2.09,0.18,-2.8,4
-1.13,67.23,-13.59,0.33,-0.59,4
